dataset,seed,bootstrap,f1_minus_magic_cited,fpr_minus_magic_cited,auc,precision,recall,f1,fpr,threshold,tp,fp,tn,fn
trace,0,79,-0.0339841034913676,0.008584485545564572,0.9900174414512766,0.9177099093550417,0.9998395378690629,0.9570158965086324,0.009984485545564572,0.10229850107846272,68541,6146,609409,11
trace,0,80,-0.03327326571666889,0.008379466692649972,0.9902224094600673,0.9189938122141512,0.9998682804747757,0.9577267342833311,0.009779466692649973,0.10229850107846272,68318,6022,609758,9
trace,0,81,-0.0335001929594364,0.008415462804348356,0.9901867246851281,0.918613261528105,0.9998241552123326,0.9574998070405636,0.009815462804348356,0.10229850107846272,68230,6045,609820,12
trace,0,82,-0.03475798952055853,0.008690565094371782,0.9899108996165531,0.9163256515184148,0.9997943776987928,0.9562420104794415,0.010090565094371782,0.10229850107846272,68072,6216,609805,14
trace,0,83,-0.033838093901326416,0.008486361237800354,0.9901137332057101,0.9180285937373792,0.9997800844475722,0.9571619060986736,0.009886361237800354,0.10229850107846272,68193,6089,609810,15
trace,0,84,-0.03419941747300914,0.008595712643155494,0.9900060123580477,0.9173636937287704,0.9997805188534304,0.9568005825269909,0.009995712643155494,0.10229850107846272,68328,6155,609609,15
trace,0,85,-0.033502626883775366,0.008361330202350832,0.9902403961650962,0.9186095287065478,0.9998232695139911,0.9574973731162246,0.009761330202350833,0.10229850107846272,67888,6015,610192,12
trace,0,86,-0.03509726862826468,0.008742175479598793,0.9898583650652996,0.915777130842633,0.9997057395500758,0.9559027313717353,0.010142175479598793,0.10229850107846272,67947,6249,609891,20
trace,0,87,-0.034819048889950244,0.008709979302788036,0.9898920067385777,0.9161765299667559,0.9998384301283746,0.9561809511100497,0.010109979302788036,0.10229850107846272,68071,6228,609797,11
trace,0,88,-0.03346566672995377,0.008388754458103968,0.990213545574909,0.9186399514268366,0.999867829764737,0.9575343332700462,0.009788754458103968,0.10229850107846272,68085,6030,609983,9
trace,0,89,-0.03327388874849069,0.00835839449243359,0.9902436030613411,0.9190299764230381,0.9998241165520981,0.9577261112515093,0.00975839449243359,0.10229850107846272,68215,6010,609870,12
trace,0,90,-0.03345946858815585,0.008367048507347605,0.9902337213735264,0.9187506751647402,0.9997502057129423,0.9575405314118441,0.009767048507347605,0.10229850107846272,68039,6017,610034,17
trace,0,91,-0.035011893966553465,0.008742883344668129,0.9898592584782128,0.9158349832316457,0.999823555359506,0.9559881060334465,0.01014288334466813,0.10229850107846272,67998,6249,609848,12
trace,0,92,-0.033808616579108386,0.008461324615327177,0.990139960635071,0.9180460560929216,0.9998236953455572,0.9571913834208916,0.009861324615327178,0.10229850107846272,68052,6075,609968,12
trace,0,93,-0.03507796522263262,0.00878194689345894,0.9898200823373755,0.9157870706094057,0.9997361206808086,0.9559220347773674,0.01018194689345894,0.10229850107846272,68195,6271,609623,18
trace,0,94,-0.03450954416557328,0.008587067923420039,0.9900144391678183,0.9167703375162267,0.999808287863147,0.9564904558344267,0.009987067923420039,0.10229850107846272,67797,6155,610142,13
trace,0,95,-0.033753072877113044,0.008442149007181538,0.9901598239898761,0.9182101471758691,0.999750304775054,0.957246927122887,0.009842149007181538,0.10229850107846272,68066,6063,609961,17
trace,0,96,-0.034384130911544686,0.008592776501716595,0.990009252725858,0.9170372766232716,0.9997649202197996,0.9566158690884553,0.009992776501716595,0.10229850107846272,68046,6156,609889,16
trace,0,97,-0.0342063111925055,0.008527422862447499,0.9900735854236996,0.9173769163233606,0.9997497608007654,0.9567936888074945,0.009927422862447499,0.10229850107846272,67918,6117,610055,17
trace,0,98,-0.035386898096304575,0.008870841689387014,0.9897301092652615,0.915207657452342,0.9997510470667487,0.9556131019036954,0.010270841689387014,0.10229850107846272,68269,6325,609496,17
trace,0,99,-0.03370569853069971,0.008476888049485124,0.9901243689544905,0.918247194031857,0.9998097356789509,0.9572943014693003,0.009876888049485125,0.10229850107846272,68313,6082,609699,13
trace,1,0,-0.008685072990594844,0.0025448884473211284,0.9960518895396422,0.9655455989110708,0.9996770405167352,0.9823149270094051,0.003944888447321129,0.1290396126214478,68098,2430,613557,22
trace,1,1,-0.008380504492203067,0.002460822225358464,0.9961379820603659,0.9660121385219564,0.9998078571639717,0.9826194955077969,0.0038608222253584644,0.1290396126214478,67645,2380,614069,13
trace,1,2,-0.008259497041846031,0.00246962466426987,0.9961280904418155,0.9662717789761227,0.9997803324302555,0.982740502958154,0.0038696246642698703,0.1290396126214478,68270,2383,613439,15
trace,1,3,-0.008453813528862097,0.0025187918493027213,0.9960794357460416,0.965895921078667,0.9997805605945345,0.9825461864711379,0.0039187918493027215,0.1290396126214478,68341,2413,613338,15
trace,1,4,-0.009011041801104125,0.0026496483969532603,0.9959484653972092,0.96487347122809,0.9997226196385296,0.9819889581988959,0.0040496483969532605,0.1290396126214478,68479,2493,613116,19
trace,1,5,-0.008405017506293522,0.0024787619121809353,0.9961198405111055,0.9660052627835858,0.9997644668855162,0.9825949824937065,0.0038787619121809355,0.1290396126214478,67915,2390,613786,16
trace,1,6,-0.008631514346363223,0.002544388984928538,0.9960547438400055,0.9655123474311667,0.9998236383410246,0.9823684856536368,0.003944388984928538,0.1290396126214478,68030,2430,613635,12
trace,1,7,-0.008073417136919225,0.002415027963343263,0.9961835332750935,0.9666458498921313,0.9997651272716597,0.9829265828630808,0.003815027963343263,0.1290396126214478,68106,2350,613635,16
trace,1,8,-0.007822967194854646,0.0023730516727791294,0.9962244875434316,0.9671567934398416,0.9997369382535622,0.9831770328051453,0.0037730516727791296,0.1290396126214478,68407,2323,613359,18
trace,1,9,-0.008959900440471125,0.002593978209945038,0.9960056238320927,0.9648927675108373,0.9998079167836404,0.9820400995595289,0.003993978209945038,0.1290396126214478,67666,2462,613966,13
trace,1,10,-0.008027975562905243,0.0023969053354717645,0.9962008177509492,0.9667750962371625,0.9997209124693371,0.9829720244370947,0.0037969053354717642,0.1290396126214478,68060,2339,613689,19
trace,1,11,-0.008192265638487628,0.0024504323819576953,0.9961466396740825,0.9664563408975158,0.9997219457940643,0.9828077343615124,0.0038504323819576955,0.1290396126214478,68313,2371,613404,19
trace,1,12,-0.008859457590989606,0.0026071179924144023,0.9959915925166892,0.9650716823051557,0.9998240546603522,0.9821405424090104,0.0040071179924144025,0.1290396126214478,68191,2468,613436,12
trace,1,13,-0.008026764624904037,0.0023841477959610875,0.9962135826604581,0.9667645298292621,0.9997347167364263,0.982973235375096,0.0037841477959610877,0.1290396126214478,67834,2332,613923,18
trace,1,14,-0.008240135612782251,0.0024589291106442805,0.9961402476580574,0.966282253145524,0.9998091967181836,0.9827598643872177,0.0038589291106442803,0.1290396126214478,68120,2377,613597,13
trace,1,15,-0.00929501156498369,0.002687894604401224,0.9959099177199595,0.9643539687707924,0.9996918200228934,0.9817049884350163,0.004087894604401224,0.1290396126214478,68121,2518,613447,21
trace,1,16,-0.008325677969161838,0.0024584405212546992,0.9961377335658658,0.9662405908251669,0.9996767320549556,0.9826743220308382,0.0038584405212546994,0.1290396126214478,68033,2377,613675,22
trace,1,17,-0.008347049269085027,0.0024667261880605496,0.9961324651727664,0.9661854265150547,0.999691548426897,0.982652950730915,0.0038667261880605494,0.1290396126214478,68061,2382,613643,21
trace,1,18,-0.008711607870532045,0.0025215304672751683,0.9960763908104076,0.9654141575958691,0.9997630015849269,0.982288392129468,0.0039215304672751685,0.1290396126214478,67495,2418,614178,16
trace,1,19,-0.009040330512063988,0.002653942117632537,0.9959446467418784,0.964790023840088,0.9997514983189593,0.981959669487936,0.004053942117632537,0.1290396126214478,68393,2496,613201,17
trace,1,20,-0.007809996536996433,0.0023486991575573874,0.9962491933796458,0.9672240517828753,0.9996919014084507,0.9831900034630036,0.003748699157557387,0.1290396126214478,68139,2309,613638,21
trace,1,21,-0.008873968740334748,0.002612529614936808,0.9959866112454137,0.965070749049376,0.9997949799373225,0.9821260312596652,0.004012529614936808,0.1290396126214478,68272,2471,613350,14
trace,1,22,-0.008288417700908157,0.0024526827590012233,0.9961465485227695,0.966216985428051,0.9997791291799802,0.9827115822990918,0.0038526827590012235,0.1290396126214478,67898,2374,613820,15
trace,1,23,-0.00832091565845594,0.0024452240532555417,0.9961523982317997,0.9661959777492511,0.9997343487115913,0.982679084341544,0.003845224053255542,0.1290396126214478,67740,2370,613979,18
trace,1,24,-0.008359954826472782,0.002471949784738416,0.9961273623392952,0.9660375209952459,0.9998232174425457,0.9826400451735272,0.003871949784738416,0.1290396126214478,67868,2386,613841,12
trace,1,25,-0.00847735756242951,0.002482026638622595,0.9961146106156066,0.9659753634320503,0.9996467159301675,0.9825226424375705,0.0038820266386225947,0.1290396126214478,67910,2392,613781,24
trace,1,26,-0.008508020313331643,0.002526618674660643,0.9960715366842288,0.9658049553116869,0.9997657736788171,0.9824919796866683,0.003926618674660643,0.1290396126214478,68294,2418,613379,16
trace,1,27,-0.00845043716043603,0.002510233509791822,0.9960881533399923,0.9659299923597159,0.9997510507124343,0.982549562839564,0.003910233509791822,0.1290396126214478,68270,2408,613412,17
trace,1,28,-0.009143380489711972,0.002624190577877012,0.9959732631626469,0.96471659458229,0.9996167113836719,0.981856619510288,0.004024190577877012,0.1290396126214478,67808,2480,613793,26
trace,1,29,-0.008163296506764395,0.0024412271145825386,0.9961572446536452,0.9664444759608566,0.9997945949118225,0.9828367034932356,0.0038412271145825383,0.1290396126214478,68144,2366,613583,14
trace,1,30,-0.008753782499945961,0.0025694458199056747,0.9960283159306533,0.9653579676674365,0.9997358844934852,0.982246217500054,0.003969445819905675,0.1290396126214478,68134,2445,613510,18
trace,1,31,-0.008066327268519857,0.002409248667493329,0.9961892929942433,0.9666187828016328,0.9998087532180949,0.9829336727314801,0.003809248667493329,0.1290396126214478,67962,2347,613785,13
trace,1,32,-0.009409134950083553,0.0027383387525864618,0.9958608906770146,0.9640782721479727,0.9997514656218476,0.9815908650499164,0.004138338752586462,0.1290396126214478,68384,2548,613158,17
trace,1,33,-0.008545377218401762,0.002522440875210855,0.9960770824918508,0.9657606076925257,0.9997359309899654,0.9824546227815982,0.003922440875210855,0.1290396126214478,68146,2416,613527,18
trace,1,34,-0.008575530009820365,0.0025216832072096637,0.9960758051717565,0.9657027667759749,0.9997354691748108,0.9824244699901796,0.003921683207209664,0.1290396126214478,68027,2416,613646,18
trace,1,35,-0.00812677835680553,0.0024481155766650532,0.996151096068558,0.9665551367300552,0.9997517559615076,0.9828732216431945,0.003848115576665053,0.1290396126214478,68464,2369,613257,17
trace,1,36,-0.00836025787427186,0.0024726787867770583,0.9961266816685123,0.9660915783190746,0.9997646920407083,0.9826397421257281,0.003872678786777058,0.1290396126214478,67980,2386,613725,16
trace,1,37,-0.008605380779235672,0.002554616913742253,0.9960445613346169,0.9656029721292254,0.9997806087376226,0.9823946192207643,0.003954616913742253,0.1290396126214478,68356,2435,613301,15
trace,1,38,-0.00816145362502263,0.0024302796591051104,0.996169086784929,0.9664348394987982,0.9998087222647284,0.9828385463749774,0.00383027965910511,0.1290396126214478,67951,2360,613783,13
trace,1,39,-0.008464238524731438,0.0025192692260214786,0.9960768410315481,0.9659301094246382,0.9997223480586284,0.9825357614752686,0.003919269226021479,0.1290396126214478,68412,2413,613263,19
trace,1,40,-0.008341958587229636,0.002469903706926219,0.996127944480736,0.9661541519371921,0.9997355702134536,0.9826580414127704,0.0038699037069262186,0.1290396126214478,68053,2384,613652,18
trace,1,41,-0.008018181818181813,0.0023663683741843187,0.9962313659867298,0.9667820663214214,0.9997337199325423,0.9829818181818182,0.0037663683741843185,0.1290396126214478,67580,2322,614187,18
trace,1,42,-0.008827451093792904,0.002569767445634797,0.9960287352605508,0.965243833124929,0.9997056659308315,0.9821725489062071,0.003969767445634797,0.1290396126214478,67930,2446,613711,20
trace,1,43,-0.008947537965945718,0.0026207924988510857,0.9959778345693634,0.9650104572946696,0.9997072085260877,0.9820524620340543,0.004020792498851086,0.1290396126214478,68288,2476,613323,20
trace,1,44,-0.008094263476506214,0.0024285498109267913,0.9961687816689406,0.9665778432928903,0.9997947454844006,0.9829057365234938,0.0038285498109267915,0.1290396126214478,68194,2358,613541,14
trace,1,45,-0.008879063587655112,0.0025977990192975363,0.995999633467603,0.9650479650337742,0.9998088741215561,0.9821209364123449,0.0039977990192975365,0.1290396126214478,68005,2463,613626,13
trace,1,46,-0.008375033413525745,0.002469627321127126,0.9961276121254182,0.9661315527773832,0.999691299043027,0.9826249665864742,0.0038696273211271262,0.1290396126214478,68006,2384,613696,21
trace,1,47,-0.008335969800467358,0.0024927441003895993,0.996105475161727,0.9661100821445234,0.9997951599215755,0.9826640301995326,0.003892744100389599,0.1290396126214478,68332,2397,613364,14
trace,1,48,-0.008900673619224864,0.002603214259624516,0.9959955659532531,0.9650470574895113,0.9997650582949106,0.9820993263807751,0.004003214259624516,0.1290396126214478,68086,2466,613539,16
trace,1,49,-0.008549418499982031,0.0025390662497036766,0.9960605962564945,0.9656568516421291,0.9998387687797728,0.982450581500018,0.003939066249703677,0.1290396126214478,68214,2426,613456,11
trace,1,50,-0.008323563663192313,0.002443207520222283,0.9961548843632826,0.966313872766587,0.9996026782429549,0.9826764363368077,0.0038432075202222827,0.1290396126214478,67928,2368,613784,27
trace,1,51,-0.00809040054505683,0.002442011296975289,0.9961561625179803,0.9666389245461342,0.9997373949579832,0.9829095994549432,0.003842011296975289,0.1290396126214478,68526,2365,613198,18
trace,1,52,-0.00867962206184969,0.002525036508194061,0.9960733213430515,0.9655437646891247,0.999690297461914,0.9823203779381503,0.003925036508194061,0.1290396126214478,67786,2419,613881,21
trace,1,53,-0.008512679353244623,0.0025020146341780125,0.996095271117439,0.9658517876674385,0.9997059472175256,0.9824873206467554,0.0039020146341780123,0.1290396126214478,67995,2404,613688,20
trace,1,54,-0.008094574519735942,0.0024035091590902087,0.9961944190306579,0.9665920784459046,0.9997788719521185,0.982905425480264,0.0038035091590902085,0.1290396126214478,67819,2344,613929,15
trace,1,55,-0.008175586390364753,0.002400616079379833,0.9961972673849601,0.9665051250160827,0.999704264505826,0.9828244136096352,0.0038006160793798327,0.1290396126214478,67608,2343,614136,20
trace,1,56,-0.008631805147244709,0.002528029411526007,0.996069676873004,0.9656352508484685,0.9996912763517686,0.9823681948527553,0.003928029411526007,0.1290396126214478,68001,2420,613665,21
trace,1,57,-0.008203307884368405,0.002440958973493162,0.9961573611918075,0.9664220938648652,0.9997357410262057,0.9827966921156316,0.003840958973493162,0.1290396126214478,68097,2366,613626,18
trace,1,58,-0.008266374786163655,0.002443863529052891,0.996155211104637,0.9662323963737955,0.9998082595870207,0.9827336252138363,0.003843863529052891,0.1290396126214478,67787,2369,613938,13
trace,1,59,-0.008415281387463058,0.0024970718376479874,0.9961017063190974,0.9660253960164776,0.9997216525051275,0.9825847186125369,0.003897071837647987,0.1290396126214478,68241,2400,613447,19
trace,1,60,-0.008469927334916028,0.002497682980875217,0.9961010755076879,0.9659340815255175,0.9997063142437592,0.982530072665084,0.0038976829808752174,0.1290396126214478,68080,2401,613606,20
trace,1,61,-0.008895551922911471,0.0026285834493446243,0.9959710694631491,0.9650556573199943,0.9997664438151402,0.9821044480770885,0.0040285834493446245,0.1290396126214478,68490,2480,613121,16
trace,1,62,-0.008281436438733358,0.0024777635360264862,0.9961189399480083,0.9663376110562685,0.9996644589035101,0.9827185635612666,0.0038777635360264864,0.1290396126214478,68523,2387,613174,23
trace,1,63,-0.008299736743136554,0.0024626518890477588,0.9961371040455043,0.9661537586393242,0.9998233995584989,0.9827002632568634,0.003862651889047759,0.1290396126214478,67938,2380,613777,12
trace,1,64,-0.008151636548995977,0.0024431863035727338,0.9961541109007394,0.9665889995057544,0.9996640962729291,0.982848363451004,0.003843186303572734,0.1290396126214478,68449,2366,613269,23
trace,1,65,-0.008428800496933841,0.0024810713769768547,0.996116704595585,0.966041273132696,0.999676660787772,0.9825711995030662,0.003881071376976855,0.1290396126214478,68018,2391,613676,22
trace,1,66,-0.007996962245045536,0.0023848909490467984,0.9962129615347889,0.9668217451306785,0.9997351889720919,0.9830030377549545,0.003784890949046798,0.1290396126214478,67955,2332,613802,18
trace,1,67,-0.008356859920777837,0.0024742382640295,0.99612474488936,0.9662068379457837,0.9996483207314929,0.9826431400792222,0.0038742382640295,0.1290396126214478,68220,2386,613477,24
trace,1,68,-0.00849913584514339,0.002516398212615608,0.9960821353524426,0.9658497217856687,0.9997362057595076,0.9825008641548566,0.003916398212615608,0.1290396126214478,68217,2412,613460,18
trace,1,69,-0.009622567191844289,0.002753652699468624,0.9958458577939557,0.9636001706242002,0.9998229618482783,0.9813774328081557,0.004153652699468624,0.1290396126214478,67770,2560,613765,12
trace,1,70,-0.008193813972585007,0.002446603492956283,0.9961528689910818,0.966440005666525,0.9997362212224681,0.982806186027415,0.0038466034929562827,0.1290396126214478,68221,2369,613499,18
trace,1,71,-0.008487593993108944,0.0025020906375795354,0.9960969011680699,0.9658590621183287,0.9997500992253076,0.982512406006891,0.003902090637579535,0.1290396126214478,68010,2404,613676,17
trace,1,72,-0.009005359600202767,0.002598098307136378,0.9960009113665091,0.9649282623548167,0.9996755832129058,0.9819946403997972,0.003998098307136378,0.1290396126214478,67792,2464,613829,22
trace,1,73,-0.00842576251195637,0.0025023994153708738,0.9960961996219264,0.9660185250654034,0.999707311362173,0.9825742374880436,0.003902399415370874,0.1290396126214478,68312,2403,613372,20
trace,1,74,-0.008081671517372713,0.0024297934542690507,0.9961680142079222,0.9666699648041613,0.9997222547070518,0.9829183284826273,0.0038297934542690505,0.1290396126214478,68389,2358,613341,19
trace,1,75,-0.008779026945999857,0.0025711660226645453,0.9960260302616314,0.9653501813236628,0.9996919330467822,0.9822209730540001,0.0039711660226645455,0.1290396126214478,68146,2446,613494,21
trace,1,76,-0.008408347617291145,0.0024610790571761056,0.9961369234267476,0.9661636490349742,0.9995879808116778,0.9825916523827088,0.0038610790571761053,0.1290396126214478,67930,2379,613770,28
trace,1,77,-0.00902722067159667,0.0026368021252480374,0.9959619616111207,0.9648567268409223,0.9997070584271966,0.9819727793284033,0.0040368021252480376,0.1290396126214478,68253,2486,613348,20
trace,1,78,-0.008429633257468816,0.0025049814899006304,0.996093018005324,0.9659430448758798,0.9997801456901226,0.9825703667425312,0.00390498148990063,0.1290396126214478,68212,2405,613475,15
trace,1,79,-0.008513666734156655,0.002503238633136143,0.9960961810324741,0.9658089280636907,0.9997498234047563,0.9824863332658433,0.0039032386331361428,0.1290396126214478,67935,2405,613750,17
trace,1,80,-0.008505549570134274,0.0024903243397647306,0.9961075249256333,0.9659207233848953,0.9996468666774568,0.9824944504298657,0.0038903243397647304,0.1290396126214478,67939,2397,613747,24
trace,1,81,-0.008513172826031923,0.002506668441195469,0.9960917880655825,0.9657960552492468,0.9997646401200335,0.9824868271739681,0.003906668441195469,0.1290396126214478,67965,2407,613719,16
trace,1,82,-0.007949152542372828,0.002377450229211849,0.9962212527986442,0.9669413268930246,0.9997062409118282,0.9830508474576272,0.003777450229211849,0.1290396126214478,68063,2327,613697,20
trace,1,83,-0.009096939657656566,0.002647472156378868,0.9959518508210282,0.9647088801121162,0.9997212727566125,0.9819030603423434,0.004047472156378868,0.1290396126214478,68148,2493,613447,19
trace,1,84,-0.008871548697971576,0.0025673850455860004,0.9960324513874578,0.9650636310399497,0.9998076353950873,0.9821284513020284,0.003967385045586001,0.1290396126214478,67567,2446,614081,13
trace,1,85,-0.008572555547513905,0.0025158029343368693,0.9960827700148741,0.9656678618177679,0.9997790413340011,0.9824274444524861,0.0039158029343368695,0.1290396126214478,67871,2413,613808,15
trace,1,86,-0.008618385905291293,0.002534322948972334,0.9960618758996536,0.965701262669158,0.9996483258846802,0.9823816140947087,0.003934322948972334,0.1290396126214478,68221,2423,613439,24
trace,1,87,-0.008365486277065681,0.002457263403868623,0.9961406219378521,0.9661506913689247,0.9996905712643848,0.9826345137229343,0.0038572634038686227,0.1290396126214478,67846,2377,613863,21
trace,1,88,-0.008245598629565087,0.002456665210606398,0.9961404104520649,0.966380725893211,0.9996924879191682,0.9827544013704349,0.0038566652106063978,0.1290396126214478,68269,2375,613442,21
trace,1,89,-0.00852301752301754,0.0024976043201422743,0.9960993193413858,0.9657912726444116,0.9997493771284516,0.9824769824769825,0.003897604320142274,0.1290396126214478,67814,2402,613874,17
trace,1,90,-0.00816280143071424,0.0024363877235592845,0.9961614833167879,0.9664865478165908,0.9997505978316682,0.9828371985692858,0.0038363877235592847,0.1290396126214478,68146,2363,613581,17
trace,1,91,-0.008007655235135247,0.0024329241522965863,0.9961660649633312,0.9667713718253912,0.9997669337217772,0.9829923447648647,0.003832924152296586,0.1290396126214478,68634,2359,613098,16
trace,1,92,-0.00928000462053824,0.0026853624886788224,0.9959137031472806,0.9643014168805935,0.9997794279832365,0.9817199953794618,0.004085362488678823,0.1290396126214478,67990,2517,613585,15
trace,1,93,-0.00909429788215288,0.0026489707918871223,0.9959477455514487,0.9646867256637168,0.9997505429359629,0.9819057021178471,0.0040489707918871225,0.1290396126214478,68131,2494,613465,17
trace,1,94,-0.00806321984330427,0.0024066451524930683,0.9961915348045343,0.9666931795585604,0.9997356012867404,0.9829367801566957,0.0038066451524930685,0.1290396126214478,68061,2345,613683,18
trace,1,95,-0.008634624341657404,0.0025559147017061605,0.9960427579632997,0.9656955284438308,0.9996208420223703,0.9823653756583426,0.003955914701706161,0.1290396126214478,68547,2435,613099,26
trace,1,96,-0.008761350725554728,0.002575400584942521,0.9960221420201303,0.9653973369519124,0.9996779859484778,0.9822386492744453,0.003975400584942521,0.1290396126214478,68298,2448,613339,22
trace,1,97,-0.008510641526887408,0.00250026488690368,0.9960960587063481,0.9658558072124812,0.9997058607250533,0.9824893584731126,0.00390026488690368,0.1290396126214478,67975,2403,613709,20
trace,1,98,-0.008263237201080798,0.002434426758878978,0.9961639277183598,0.9663347152768873,0.999705223440632,0.9827367627989192,0.003834426758878978,0.1290396126214478,67828,2363,613896,20
trace,1,99,-0.009012229545831918,0.0026222114371695837,0.9959769764775355,0.9648455787427825,0.9997501028988064,0.9819877704541681,0.004022211437169584,0.1290396126214478,68011,2478,613601,17
trace,2,0,-0.030981973608235847,0.007803967983374734,0.9908616387861962,0.9232227744897544,0.9998679906713408,0.9600180263917641,0.009203967983374734,0.09493872558481131,68168,5669,610261,9
trace,2,1,-0.031379213483146096,0.007918414343017686,0.9907436661534587,0.9225254175499237,0.9998243996663594,0.9596207865168539,0.009318414343017686,0.09493872558481131,68325,5738,610032,12
trace,2,2,-0.03178229976432512,0.007997263298718672,0.990677221933433,0.9217435980638706,0.9998680022879604,0.9592177002356749,0.009397263298718673,0.09493872558481131,68174,5788,610136,9
trace,2,3,-0.030258136172913508,0.007618208501629933,0.9910354206769233,0.9246002660368651,0.9998238687234886,0.9607418638270865,0.009018208501629934,0.09493872558481131,68119,5555,610421,12
trace,2,4,-0.031629539268640094,0.007936616515357858,0.9907294350692794,0.9220384928164814,0.999853023310503,0.9593704607313599,0.009336616515357858,0.09493872558481131,68028,5752,610317,10
trace,2,5,-0.03153349858456689,0.007918696161801138,0.990770868219366,0.9222906654031002,0.9997651927620669,0.9594665014154331,0.009318696161801138,0.09493872558481131,68125,5740,610226,16
trace,2,6,-0.03126309275434069,0.007823574313546354,0.9908426655104824,0.9227034745359353,0.999867374005305,0.9597369072456593,0.009223574313546354,0.09493872558481131,67851,5684,610563,9
trace,2,7,-0.031258193631129805,0.00785974025974026,0.9908138228682942,0.9227121216227202,0.9998678549928789,0.9597418063688702,0.00925974025974026,0.09493872558481131,68098,5704,610296,9
trace,2,8,-0.030226865440519224,0.007625027482653857,0.991066711743627,0.9246954895877085,0.9997802648540959,0.9607731345594808,0.009025027482653858,0.09493872558481131,68249,5558,610285,15
trace,2,9,-0.03214067364845741,0.008021640731600867,0.9906519213811137,0.921057640021751,0.999896694214876,0.9588593263515426,0.009421640731600867,0.09493872558481131,67753,5807,610540,7
trace,2,10,-0.031186003385711203,0.007869649692337922,0.9908032192791233,0.9228950816571884,0.999809757953581,0.9598139966142888,0.009269649692337923,0.09493872558481131,68321,5708,610065,13
trace,2,11,-0.031175402843268807,0.007870761780882647,0.990789423287702,0.9228523938865691,0.9998828696925329,0.9598245971567312,0.009270761780882647,0.09493872558481131,68292,5709,610098,8
trace,2,12,-0.031071887899806194,0.007839589423764049,0.9908314316819054,0.9231807931728263,0.9997221694181643,0.9599281121001938,0.00923958942376405,0.09493872558481131,68368,5689,610031,19
trace,2,13,-0.0317781254635483,0.007949297950652065,0.990751562990071,0.921789302199294,0.999823298140213,0.9592218745364517,0.009349297950652065,0.09493872558481131,67899,5761,610435,12
trace,2,14,-0.0315419635648847,0.007963992315225175,0.9906960982450415,0.9221872849219309,0.999868313238909,0.9594580364351153,0.009363992315225176,0.09493872558481131,68335,5766,609997,9
trace,2,15,-0.03167010926613456,0.007958583923689798,0.9907491584935443,0.92193847153767,0.999882517071738,0.9593298907338654,0.009358583923689798,0.09493872558481131,68087,5765,610247,8
trace,2,16,-0.03160188655230445,0.007885237899738254,0.9907734199728193,0.9222152741904788,0.9997052755673446,0.9593981134476955,0.009285237899738254,0.09493872558481131,67840,5722,610525,20
trace,2,17,-0.03184931564866911,0.007975857127323068,0.9906939640297878,0.9216327305777501,0.9998528329654157,0.9591506843513309,0.009375857127323068,0.09493872558481131,67940,5777,610380,10
trace,2,18,-0.0312624222075496,0.007895497432532941,0.990779304249645,0.9226914817465999,0.999882912550311,0.9597375777924504,0.009295497432532942,0.09493872558481131,68317,5724,610058,8
trace,2,19,-0.031646638295481644,0.00797499492519329,0.9906891309860675,0.9220686303625908,0.9997804449648712,0.9593533617045183,0.00937499492519329,0.09493872558481131,68305,5773,610014,15
trace,2,20,-0.030565772310972128,0.007746906035885889,0.990918261635096,0.9240173258308707,0.9998393902670502,0.9604342276890279,0.00914690603588589,0.09493872558481131,68478,5631,609987,11
trace,2,21,-0.03125281117810863,0.007805449937862401,0.9908713018342603,0.9226975476839238,0.9998966530347099,0.9597471888218914,0.009205449937862402,0.09493872558481131,67726,5674,610700,7
trace,2,22,-0.03084119833314558,0.007775250366945069,0.9908980824780044,0.923483135417654,0.9998680564718301,0.9601588016668544,0.00917525036694507,0.09493872558481131,68202,5651,610245,9
trace,2,23,-0.03196416165381677,0.008004673611573185,0.9906673748617885,0.921383221185153,0.999896943642895,0.9590358383461832,0.009404673611573185,0.09493872558481131,67917,5795,610388,7
trace,2,24,-0.031192417241597603,0.007873136158086593,0.9907982101000335,0.9227710990006626,0.9999413850707776,0.9598075827584024,0.009273136158086594,0.09493872558481131,68238,5711,610154,4
trace,2,25,-0.03158952287779504,0.007948297970097785,0.990719870932261,0.9220997091253467,0.9998679693688935,0.959410477122205,0.009348297970097785,0.09493872558481131,68157,5758,610183,9
trace,2,26,-0.031454574402592694,0.00786176827081748,0.9908309827106088,0.9223496442612469,0.9998672762129479,0.9595454255974073,0.00926176827081748,0.09493872558481131,67801,5708,610589,9
trace,2,27,-0.030911056977353524,0.007734983579745324,0.9909193448780453,0.923316852585843,0.9999114978980751,0.9600889430226465,0.009134983579745324,0.09493872558481131,67789,5630,610682,6
trace,2,28,-0.03149347902714139,0.00791420928239358,0.9907707984471018,0.9222398395468282,0.9999118411966088,0.9595065209728586,0.00931420928239358,0.09493872558481131,68053,5738,610310,6
trace,2,29,-0.03203897572143244,0.008005472245256289,0.9906658368028958,0.9213077361718305,0.9998231913953146,0.9589610242785676,0.009405472245256289,0.09493872558481131,67858,5796,610441,12
trace,2,30,-0.031082905673502137,0.00775190013041701,0.9909314322203672,0.922986622986623,0.9999260606598347,0.9599170943264979,0.00915190013041701,0.09493872558481131,67618,5642,610842,5
