dataset,seed,bootstrap,f1_minus_magic_cited,fpr_minus_magic_cited,auc,precision,recall,f1,fpr,threshold,tp,fp,tn,fn
trace,0,45,-0.033699734228168965,0.008410158423104261,0.9901909423074665,0.9182467339265911,0.9998232929361351,0.957300265771831,0.009810158423104261,0.10229850107846272,67897,6045,610153,12
trace,0,46,-0.033734922861150096,0.008477517484163984,0.9901250373502496,0.9181688549289712,0.9998388608930037,0.9572650771388499,0.009877517484163984,0.10229850107846272,68253,6083,609760,11
trace,0,47,-0.034968369693230916,0.008757443623427714,0.9898440837393063,0.9159636773950889,0.9997654096533928,0.9560316303067691,0.010157443623427714,0.10229850107846272,68188,6256,609647,16
trace,0,48,-0.034277325724752505,0.008551395256371766,0.9900506517584365,0.9171720719138763,0.9998380256802921,0.9567226742752475,0.009951395256371766,0.10229850107846272,67901,6132,610063,11
trace,0,49,-0.03353876790102528,0.008353366866785656,0.9902485199848543,0.9185556534110155,0.9998082793811849,0.9574612320989747,0.009753366866785657,0.10229850107846272,67794,6011,610289,13
trace,0,50,-0.0348441718478687,0.008753990552388128,0.9898481133188082,0.9161054015617034,0.999868209108215,0.9561558281521313,0.010153990552388128,0.10229850107846272,68281,6253,609564,9
trace,0,51,-0.03348672727527424,0.008428839816870459,0.9901723019670612,0.9186624734564417,0.9997952258366487,0.9575132727247258,0.009828839816870459,0.10229850107846272,68354,6052,609687,14
trace,0,52,-0.03357454229033774,0.008426685328492516,0.9901750133512263,0.9185135317086307,0.9997801650227895,0.9574254577096623,0.009826685328492516,0.10229850107846272,68218,6052,609822,15
trace,0,53,-0.0352224591727931,0.008808339083100232,0.9897932491903605,0.9154975004031608,0.9997651893161139,0.9557775408272069,0.010208339083100232,0.10229850107846272,68124,6288,609679,16
trace,0,54,-0.033838093901326416,0.008484753644272265,0.9901166130253668,0.9180409525989149,0.9997654268498292,0.9571619060986736,0.009884753644272265,0.10229850107846272,68193,6088,609810,16
trace,0,55,-0.033995936616846856,0.008508608346996087,0.9900940021702513,0.9177014655718696,0.9998237290127355,0.9570040633831531,0.009908608346996087,0.10229850107846272,68065,6104,609926,12
trace,0,56,-0.033709434437762975,0.008482787059639412,0.9901179667123857,0.9182771726722089,0.9997660476677876,0.957290565562237,0.009882787059639412,0.10229850107846272,68374,6085,609632,16
trace,0,57,-0.03377376692848921,0.008408980450190824,0.9901923925496736,0.9181604029026319,0.999764133559372,0.9572262330715108,0.009808980450190824,0.10229850107846272,67819,6045,610227,16
trace,0,58,-0.033325985709944383,0.008294340290002741,0.9903074934915403,0.9189599750437413,0.9997934128202102,0.9576740142900556,0.009694340290002742,0.10229850107846272,67754,5975,610364,14
trace,0,59,-0.034443457500965446,0.008627874145877403,0.9899740693057585,0.9168539930812615,0.999853208854442,0.9565565424990345,0.010027874145877403,0.10229850107846272,68114,6177,609806,10
trace,0,60,-0.03410314494620026,0.008513942821156237,0.9900868785423081,0.9175664003454977,0.9997500183810014,0.9568968550537997,0.009913942821156237,0.10229850107846272,67988,6108,609994,17
trace,0,61,-0.033573706917787494,0.008392654778484403,0.9902086734852663,0.9185280216070223,0.9997648200138168,0.9574262930822125,0.009792654778484403,0.10229850107846272,68017,6033,610041,16
trace,0,62,-0.034324986360393384,0.008637241739983465,0.9899641748433791,0.9171204034010139,0.9997953216374269,0.9566750136396066,0.010037241739983466,0.10229850107846272,68386,6180,609527,14
trace,0,63,-0.03416421121752555,0.008619330420233589,0.9899833485070358,0.917378841053393,0.9998394090252127,0.9568357887824744,0.01001933042023359,0.10229850107846272,68486,6168,609442,11
trace,0,64,-0.03370740331957789,0.008439173905491334,0.9901618868196254,0.918256976007121,0.9997944199706315,0.9572925966804221,0.009839173905491334,0.10229850107846272,68086,6061,609946,14
trace,0,65,-0.03309663521153405,0.008344515056087805,0.9902572750581866,0.9193190528056799,0.9998683748683749,0.9579033647884659,0.009744515056087805,0.10229850107846272,68367,6000,609731,9
trace,0,66,-0.03485817273976832,0.008735974347526078,0.9898652709198166,0.9161044964657188,0.9998386670968877,0.9561418272602317,0.010135974347526078,0.10229850107846272,68171,6243,609682,11
trace,0,67,-0.03474172092105632,0.008646540913162575,0.9899556566280424,0.9163931990978946,0.9997495395948435,0.9562582790789437,0.010046540913162575,0.10229850107846272,67858,6191,610041,17
trace,0,68,-0.03556982652882423,0.00890141167493323,0.9897015053266809,0.914835644202247,0.9997946370944083,0.9554301734711758,0.01030141167493323,0.10229850107846272,68158,6345,609590,14
trace,0,69,-0.03346079950851033,0.008458411249116593,0.9901439202735631,0.9187096428475738,0.9997958945649639,0.9575392004914897,0.009858411249116593,0.10229850107846272,68578,6068,609447,14
trace,0,70,-0.03397148185562204,0.008435352755261638,0.9901649898196846,0.9178590785907859,0.9996900780708098,0.957028518144378,0.009835352755261638,0.10229850107846272,67738,6062,610286,21
trace,0,71,-0.033715688205012806,0.008435543990480998,0.990165751121124,0.9182541824069077,0.9997796580292614,0.9572843117949872,0.009835543990480998,0.10229850107846272,68061,6059,609972,15
trace,0,72,-0.03449422689876769,0.008579298350357574,0.9900231382951783,0.916736605571649,0.9998818856948812,0.9565057731012323,0.009979298350357574,0.10229850107846272,67723,6151,610225,8
trace,0,73,-0.03424131215982407,0.008608038258864413,0.9899940824612424,0.9172251695655094,0.9998535914028872,0.9567586878401759,0.010008038258864413,0.10229850107846272,68292,6163,609642,10
trace,0,74,-0.03432260232780271,0.00850937359587469,0.990092048351302,0.9171267720274028,0.9997929606625259,0.9566773976721973,0.00990937359587469,0.10229850107846272,67606,6109,610378,14
trace,0,75,-0.033688338096668935,0.008499397816414416,0.9901028964576984,0.9183033260493612,0.9997810666433138,0.9573116619033311,0.009899397816414416,0.10229850107846272,68499,6094,609499,15
trace,0,76,-0.03520460537880121,0.008779785529837386,0.9898218992370883,0.915518379332175,0.9997793598493763,0.9557953946211988,0.010179785529837386,0.10229850107846272,67969,6272,609851,15
trace,0,77,-0.034533300513397536,0.008616426224825025,0.9899846348244106,0.9168003667201466,0.9997206662844206,0.9564666994866025,0.010016426224825025,0.10229850107846272,68000,6171,609917,19
trace,0,78,-0.03447094104030024,0.008648382906871022,0.9899542329126407,0.9167787220309811,0.9998826755833223,0.9565290589596998,0.010048382906871023,0.10229850107846272,68179,6189,609731,8
