dataset,n_estimators,max_samples,contamination,auc_mean,auc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,fpr_mean,fpr_std
wget,200,0.5,0.1,0.88704,0.004879344218232554,0.9800000000000001,0.027386127875258348,0.752,0.01788854381999834,0.8506741836974395,0.012195886091392856,0.016,0.021908902300206645
wget,200,0.5,auto,0.88704,0.004879344218232554,0.9800000000000001,0.027386127875258348,0.752,0.01788854381999834,0.8506741836974395,0.012195886091392856,0.016,0.021908902300206645
wget,200,1.0,0.01,0.9068799999999999,0.006635661233064899,0.9204545454545455,0.03409090909090908,0.8240000000000001,0.021908902300206583,0.8693009118541033,0.022335772730545687,0.072,0.03346640106136302
wget,200,1.0,0.05,0.9068799999999999,0.006635661233064899,0.9204545454545455,0.03409090909090908,0.8240000000000001,0.021908902300206583,0.8693009118541033,0.022335772730545687,0.072,0.03346640106136302
wget,200,1.0,0.1,0.9068799999999999,0.006635661233064899,0.9204545454545455,0.03409090909090908,0.8240000000000001,0.021908902300206583,0.8693009118541033,0.022335772730545687,0.072,0.03346640106136302
wget,200,1.0,auto,0.9068799999999999,0.006635661233064899,0.9204545454545455,0.03409090909090908,0.8240000000000001,0.021908902300206583,0.8693009118541033,0.022335772730545687,0.072,0.03346640106136302
wget,200,auto,0.01,0.9068799999999999,0.006635661233064899,0.9204545454545455,0.03409090909090908,0.8240000000000001,0.021908902300206583,0.8693009118541033,0.022335772730545687,0.072,0.03346640106136302
wget,200,auto,0.05,0.9068799999999999,0.006635661233064899,0.9204545454545455,0.03409090909090908,0.8240000000000001,0.021908902300206583,0.8693009118541033,0.022335772730545687,0.072,0.03346640106136302
wget,200,auto,0.1,0.9068799999999999,0.006635661233064899,0.9204545454545455,0.03409090909090908,0.8240000000000001,0.021908902300206583,0.8693009118541033,0.022335772730545687,0.072,0.03346640106136302
wget,200,auto,auto,0.9068799999999999,0.006635661233064899,0.9204545454545455,0.03409090909090908,0.8240000000000001,0.021908902300206583,0.8693009118541033,0.022335772730545687,0.072,0.03346640106136302
