variant,seed,n_estimators,max_samples,contamination,auc,precision,recall,f1,fpr,threshold,tp,fp,tn,fn
gaussian_edge1,0,500,auto,0.01,0.8976000000000001,0.95,0.76,0.8444444444444444,0.04,-0.1263908149617099,19,1,24,6
gaussian_edge1,0,500,auto,0.05,0.8976000000000001,0.95,0.76,0.8444444444444444,0.04,-0.021332221663850515,19,1,24,6
gaussian_edge1,0,500,auto,0.1,0.8976000000000001,0.95,0.76,0.8444444444444444,0.04,0.0022626666312107746,19,1,24,6
gaussian_edge1,0,500,0.5,auto,0.8896,1.0,0.76,0.8636363636363636,0.0,0.02640734185892446,19,0,25,6
gaussian_edge1,0,500,0.5,0.01,0.8896,1.0,0.76,0.8636363636363636,0.0,-0.11768391107555587,19,0,25,6
gaussian_edge1,0,500,0.5,0.05,0.8896,1.0,0.76,0.8636363636363636,0.0,-0.013226153301637344,19,0,25,6
gaussian_edge1,0,500,0.5,0.1,0.8896,1.0,0.76,0.8636363636363636,0.0,0.0015944284991307178,19,0,25,6
gaussian_edge1,0,500,1.0,auto,0.8976000000000001,0.95,0.76,0.8444444444444444,0.04,0.012640904626119998,19,1,24,6
gaussian_edge1,0,500,1.0,0.01,0.8976000000000001,0.95,0.76,0.8444444444444444,0.04,-0.1263908149617099,19,1,24,6
gaussian_edge1,0,500,1.0,0.05,0.8976000000000001,0.95,0.76,0.8444444444444444,0.04,-0.021332221663850515,19,1,24,6
gaussian_edge1,0,500,1.0,0.1,0.8976000000000001,0.95,0.76,0.8444444444444444,0.04,0.0022626666312107746,19,1,24,6
gaussian_edge1,1,100,auto,auto,0.8704,1.0,0.68,0.8095238095238095,0.0,0.03935928707098402,17,0,25,8
gaussian_edge1,1,100,auto,0.01,0.8704,1.0,0.68,0.8095238095238095,0.0,-0.0970513787733489,17,0,25,8
gaussian_edge1,1,100,auto,0.05,0.8704,1.0,0.68,0.8095238095238095,0.0,0.0011515382874797142,17,0,25,8
gaussian_edge1,1,100,auto,0.1,0.8704,1.0,0.68,0.8095238095238095,0.0,0.02042425365612277,17,0,25,8
gaussian_edge1,1,100,0.5,auto,0.8688,1.0,0.68,0.8095238095238095,0.0,0.048696528183350796,17,0,25,8
gaussian_edge1,1,100,0.5,0.01,0.8688,1.0,0.68,0.8095238095238095,0.0,-0.09211983455742234,17,0,25,8
gaussian_edge1,1,100,0.5,0.05,0.8688,1.0,0.68,0.8095238095238095,0.0,-0.0019822784815001215,17,0,25,8
gaussian_edge1,1,100,0.5,0.1,0.8688,1.0,0.68,0.8095238095238095,0.0,0.019027009603371225,17,0,25,8
gaussian_edge1,1,100,1.0,auto,0.8704,1.0,0.68,0.8095238095238095,0.0,0.03935928707098402,17,0,25,8
gaussian_edge1,1,100,1.0,0.01,0.8704,1.0,0.68,0.8095238095238095,0.0,-0.0970513787733489,17,0,25,8
gaussian_edge1,1,100,1.0,0.05,0.8704,1.0,0.68,0.8095238095238095,0.0,0.0011515382874797142,17,0,25,8
gaussian_edge1,1,100,1.0,0.1,0.8704,1.0,0.68,0.8095238095238095,0.0,0.02042425365612277,17,0,25,8
gaussian_edge1,1,200,auto,auto,0.872,0.8636363636363636,0.76,0.8085106382978723,0.12,0.01723472487465616,19,3,22,6
gaussian_edge1,1,200,auto,0.01,0.872,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.11875796715675979,19,3,22,6
gaussian_edge1,1,200,auto,0.05,0.872,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.018530497023268144,19,3,22,6
gaussian_edge1,1,200,auto,0.1,0.872,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.00826837465617114,19,3,22,6
gaussian_edge1,1,200,0.5,auto,0.8464,0.9444444444444444,0.68,0.7906976744186046,0.04,0.0468426626083982,17,1,24,8
gaussian_edge1,1,200,0.5,0.01,0.8464,0.9444444444444444,0.68,0.7906976744186046,0.04,-0.09376850380637858,17,1,24,8
gaussian_edge1,1,200,0.5,0.05,0.8464,0.9444444444444444,0.68,0.7906976744186046,0.04,-0.007617233199853524,17,1,24,8
gaussian_edge1,1,200,0.5,0.1,0.8464,0.9444444444444444,0.68,0.7906976744186046,0.04,0.003597198815193603,17,1,24,8
gaussian_edge1,1,200,1.0,auto,0.872,0.8636363636363636,0.76,0.8085106382978723,0.12,0.01723472487465616,19,3,22,6
gaussian_edge1,1,200,1.0,0.01,0.872,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.11875796715675979,19,3,22,6
gaussian_edge1,1,200,1.0,0.05,0.872,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.018530497023268144,19,3,22,6
gaussian_edge1,1,200,1.0,0.1,0.872,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.00826837465617114,19,3,22,6
gaussian_edge1,1,500,auto,auto,0.88,1.0,0.68,0.8095238095238095,0.0,0.0349283736166871,17,0,25,8
gaussian_edge1,1,500,auto,0.01,0.88,1.0,0.68,0.8095238095238095,0.0,-0.10117724255478999,17,0,25,8
gaussian_edge1,1,500,auto,0.05,0.88,1.0,0.68,0.8095238095238095,0.0,0.005813532511735109,17,0,25,8
gaussian_edge1,1,500,auto,0.1,0.88,1.0,0.68,0.8095238095238095,0.0,0.016517658444104577,17,0,25,8
gaussian_edge1,1,500,0.5,auto,0.8592,1.0,0.68,0.8095238095238095,0.0,0.04385996178240292,17,0,25,8
gaussian_edge1,1,500,0.5,0.01,0.8592,1.0,0.68,0.8095238095238095,0.0,-0.09607889226801891,17,0,25,8
gaussian_edge1,1,500,0.5,0.05,0.8592,1.0,0.68,0.8095238095238095,0.0,-0.0042648614506054505,17,0,25,8
gaussian_edge1,1,500,0.5,0.1,0.8592,1.0,0.68,0.8095238095238095,0.0,0.0077590148047431695,17,0,25,8
gaussian_edge1,1,500,1.0,auto,0.88,1.0,0.68,0.8095238095238095,0.0,0.0349283736166871,17,0,25,8
gaussian_edge1,1,500,1.0,0.01,0.88,1.0,0.68,0.8095238095238095,0.0,-0.10117724255478999,17,0,25,8
gaussian_edge1,1,500,1.0,0.05,0.88,1.0,0.68,0.8095238095238095,0.0,0.005813532511735109,17,0,25,8
gaussian_edge1,1,500,1.0,0.1,0.88,1.0,0.68,0.8095238095238095,0.0,0.016517658444104577,17,0,25,8
gaussian_edge1,2,100,auto,auto,0.8256,0.9444444444444444,0.68,0.7906976744186046,0.04,0.04759302527600273,17,1,24,8
gaussian_edge1,2,100,auto,0.01,0.8256,0.9444444444444444,0.68,0.7906976744186046,0.04,-0.10536792020341967,17,1,24,8
gaussian_edge1,2,100,auto,0.05,0.8256,0.9444444444444444,0.68,0.7906976744186046,0.04,0.018756586566518574,17,1,24,8
gaussian_edge1,2,100,auto,0.1,0.8256,0.9444444444444444,0.68,0.7906976744186046,0.04,0.03543300890094492,17,1,24,8
gaussian_edge1,2,100,0.5,auto,0.7936,0.6875,0.88,0.7719298245614035,0.4,-0.003520396943491655,22,10,15,3
gaussian_edge1,2,100,0.5,0.01,0.7936,0.6875,0.88,0.7719298245614035,0.4,-0.14596864917282498,22,10,15,3
gaussian_edge1,2,100,0.5,0.05,0.7936,0.6875,0.88,0.7719298245614035,0.4,-0.054785262990075634,22,10,15,3
gaussian_edge1,2,100,0.5,0.1,0.7936,0.6875,0.88,0.7719298245614035,0.4,-0.03739478688290804,22,10,15,3
gaussian_edge1,2,100,1.0,auto,0.8256,0.9444444444444444,0.68,0.7906976744186046,0.04,0.04759302527600273,17,1,24,8
gaussian_edge1,2,100,1.0,0.01,0.8256,0.9444444444444444,0.68,0.7906976744186046,0.04,-0.10536792020341967,17,1,24,8
gaussian_edge1,2,100,1.0,0.05,0.8256,0.9444444444444444,0.68,0.7906976744186046,0.04,0.018756586566518574,17,1,24,8
gaussian_edge1,2,100,1.0,0.1,0.8256,0.9444444444444444,0.68,0.7906976744186046,0.04,0.03543300890094492,17,1,24,8
gaussian_edge1,2,200,auto,auto,0.8352,0.9473684210526315,0.72,0.8181818181818182,0.04,0.03652027883150455,18,1,24,7
gaussian_edge1,2,200,auto,0.01,0.8352,0.9473684210526315,0.72,0.8181818181818182,0.04,-0.12699802581518116,18,1,24,7
gaussian_edge1,2,200,auto,0.05,0.8352,0.9473684210526315,0.72,0.8181818181818182,0.04,0.006408880916859427,18,1,24,7
gaussian_edge1,2,200,auto,0.1,0.8352,0.9473684210526315,0.72,0.8181818181818182,0.04,0.027220122706753558,18,1,24,7
gaussian_edge1,2,200,0.5,auto,0.8192,0.9444444444444444,0.68,0.7906976744186046,0.04,0.05290838589831992,17,1,24,8
gaussian_edge1,2,200,0.5,0.01,0.8192,0.9444444444444444,0.68,0.7906976744186046,0.04,-0.10099493430271644,17,1,24,8
gaussian_edge1,2,200,0.5,0.05,0.8192,0.9444444444444444,0.68,0.7906976744186046,0.04,0.0004363657073005456,17,1,24,8
gaussian_edge1,2,200,0.5,0.1,0.8192,0.9444444444444444,0.68,0.7906976744186046,0.04,0.019006042389445588,17,1,24,8
gaussian_edge1,2,200,1.0,auto,0.8352,0.9473684210526315,0.72,0.8181818181818182,0.04,0.03652027883150455,18,1,24,7
gaussian_edge1,2,200,1.0,0.01,0.8352,0.9473684210526315,0.72,0.8181818181818182,0.04,-0.12699802581518116,18,1,24,7
gaussian_edge1,2,200,1.0,0.05,0.8352,0.9473684210526315,0.72,0.8181818181818182,0.04,0.006408880916859427,18,1,24,7
gaussian_edge1,2,200,1.0,0.1,0.8352,0.9473684210526315,0.72,0.8181818181818182,0.04,0.027220122706753558,18,1,24,7
gaussian_edge1,2,500,auto,auto,0.8304,0.9473684210526315,0.72,0.8181818181818182,0.04,0.032405720022252504,18,1,24,7
gaussian_edge1,2,500,auto,0.01,0.8304,0.9473684210526315,0.72,0.8181818181818182,0.04,-0.1288617657515314,18,1,24,7
gaussian_edge1,2,500,auto,0.05,0.8304,0.9473684210526315,0.72,0.8181818181818182,0.04,0.007929582687590586,18,1,24,7
gaussian_edge1,2,500,auto,0.1,0.8304,0.9473684210526315,0.72,0.8181818181818182,0.04,0.028718647922484464,18,1,24,7
gaussian_edge1,2,500,0.5,auto,0.7999999999999999,0.8181818181818182,0.72,0.7659574468085106,0.16,0.032456275187629946,18,4,21,7
gaussian_edge1,2,500,0.5,0.01,0.7999999999999999,0.8181818181818182,0.72,0.7659574468085106,0.16,-0.11157319854595948,18,4,21,7
gaussian_edge1,2,500,0.5,0.05,0.7999999999999999,0.8181818181818182,0.72,0.7659574468085106,0.16,-0.0147814205857566,18,4,21,7
gaussian_edge1,2,500,0.5,0.1,0.7999999999999999,0.8181818181818182,0.72,0.7659574468085106,0.16,-0.001977540299422098,18,4,21,7
gaussian_edge1,2,500,1.0,auto,0.8304,0.9473684210526315,0.72,0.8181818181818182,0.04,0.032405720022252504,18,1,24,7
gaussian_edge1,2,500,1.0,0.01,0.8304,0.9473684210526315,0.72,0.8181818181818182,0.04,-0.1288617657515314,18,1,24,7
gaussian_edge1,2,500,1.0,0.05,0.8304,0.9473684210526315,0.72,0.8181818181818182,0.04,0.007929582687590586,18,1,24,7
gaussian_edge1,2,500,1.0,0.1,0.8304,0.9473684210526315,0.72,0.8181818181818182,0.04,0.028718647922484464,18,1,24,7
gaussian_edge1,3,100,auto,auto,0.9088,0.875,0.84,0.8571428571428571,0.12,0.008525200617108486,21,3,22,4
gaussian_edge1,3,100,auto,0.01,0.9088,0.875,0.84,0.8571428571428571,0.12,-0.14044389426676163,21,3,22,4
gaussian_edge1,3,100,auto,0.05,0.9088,0.875,0.84,0.8571428571428571,0.12,-0.014377658832896545,21,3,22,4
gaussian_edge1,3,100,auto,0.1,0.9088,0.875,0.84,0.8571428571428571,0.12,-0.00048669464759731884,21,3,22,4
gaussian_edge1,3,100,0.5,auto,0.8896,0.8695652173913043,0.8,0.8333333333333334,0.12,0.020652113631527302,20,3,22,5
gaussian_edge1,3,100,0.5,0.01,0.8896,0.8695652173913043,0.8,0.8333333333333334,0.12,-0.13714479651693878,20,3,22,5
gaussian_edge1,3,100,0.5,0.05,0.8896,0.8695652173913043,0.8,0.8333333333333334,0.12,-0.01312388249523555,20,3,22,5
gaussian_edge1,3,100,0.5,0.1,0.8896,0.8695652173913043,0.8,0.8333333333333334,0.12,-0.005512270329894098,20,3,22,5
gaussian_edge1,3,100,1.0,auto,0.9088,0.875,0.84,0.8571428571428571,0.12,0.008525200617108486,21,3,22,4
gaussian_edge1,3,100,1.0,0.01,0.9088,0.875,0.84,0.8571428571428571,0.12,-0.14044389426676163,21,3,22,4
gaussian_edge1,3,100,1.0,0.05,0.9088,0.875,0.84,0.8571428571428571,0.12,-0.014377658832896545,21,3,22,4
gaussian_edge1,3,100,1.0,0.1,0.9088,0.875,0.84,0.8571428571428571,0.12,-0.00048669464759731884,21,3,22,4
gaussian_edge1,3,200,auto,auto,0.9072,0.84,0.84,0.84,0.16,-0.006564307797782609,21,4,21,4
gaussian_edge1,3,200,auto,0.01,0.9072,0.84,0.84,0.84,0.16,-0.16405662056559633,21,4,21,4
gaussian_edge1,3,200,auto,0.05,0.9072,0.84,0.84,0.84,0.16,-0.03369681727684559,21,4,21,4
gaussian_edge1,3,200,auto,0.1,0.9072,0.84,0.84,0.84,0.16,-0.013242518401912373,21,4,21,4
gaussian_edge1,3,200,0.5,auto,0.8896,0.9473684210526315,0.72,0.8181818181818182,0.04,0.04201418226898668,18,1,24,7
gaussian_edge1,3,200,0.5,0.01,0.8896,0.9473684210526315,0.72,0.8181818181818182,0.04,-0.12195077584063563,18,1,24,7
gaussian_edge1,3,200,0.5,0.05,0.8896,0.9473684210526315,0.72,0.8181818181818182,0.04,0.01185390972446243,18,1,24,7
gaussian_edge1,3,200,0.5,0.1,0.8896,0.9473684210526315,0.72,0.8181818181818182,0.04,0.01945582852393546,18,1,24,7
gaussian_edge1,3,200,1.0,auto,0.9072,0.84,0.84,0.84,0.16,-0.006564307797782609,21,4,21,4
gaussian_edge1,3,200,1.0,0.01,0.9072,0.84,0.84,0.84,0.16,-0.16405662056559633,21,4,21,4
gaussian_edge1,3,200,1.0,0.05,0.9072,0.84,0.84,0.84,0.16,-0.03369681727684559,21,4,21,4
gaussian_edge1,3,200,1.0,0.1,0.9072,0.84,0.84,0.84,0.16,-0.013242518401912373,21,4,21,4
gaussian_edge1,3,500,auto,auto,0.9088,0.84,0.84,0.84,0.16,-0.003213120419380433,21,4,21,4
gaussian_edge1,3,500,auto,0.01,0.9088,0.84,0.84,0.84,0.16,-0.15611955325838484,21,4,21,4
gaussian_edge1,3,500,auto,0.05,0.9088,0.84,0.84,0.84,0.16,-0.024977590745472067,21,4,21,4
gaussian_edge1,3,500,auto,0.1,0.9088,0.84,0.84,0.84,0.16,-0.013677094261296763,21,4,21,4
gaussian_edge1,3,500,0.5,auto,0.888,0.8076923076923077,0.84,0.8235294117647058,0.2,0.0023580141697799872,21,5,20,4
gaussian_edge1,3,500,0.5,0.01,0.888,0.8076923076923077,0.84,0.8235294117647058,0.2,-0.15645509038395222,21,5,20,4
gaussian_edge1,3,500,0.5,0.05,0.888,0.8076923076923077,0.84,0.8235294117647058,0.2,-0.033088112860680474,21,5,20,4
gaussian_edge1,3,500,0.5,0.1,0.888,0.8076923076923077,0.84,0.8235294117647058,0.2,-0.023484858073558934,21,5,20,4
gaussian_edge1,3,500,1.0,auto,0.9088,0.84,0.84,0.84,0.16,-0.003213120419380433,21,4,21,4
gaussian_edge1,3,500,1.0,0.01,0.9088,0.84,0.84,0.84,0.16,-0.15611955325838484,21,4,21,4
gaussian_edge1,3,500,1.0,0.05,0.9088,0.84,0.84,0.84,0.16,-0.024977590745472067,21,4,21,4
gaussian_edge1,3,500,1.0,0.1,0.9088,0.84,0.84,0.84,0.16,-0.013677094261296763,21,4,21,4
gaussian_edge1,4,100,auto,auto,0.8320000000000001,0.6764705882352942,0.92,0.7796610169491526,0.44,-0.05117350968010048,23,11,14,2
gaussian_edge1,4,100,auto,0.01,0.8320000000000001,0.6764705882352942,0.92,0.7796610169491526,0.44,-0.21617528326810342,23,11,14,2
gaussian_edge1,4,100,auto,0.05,0.8320000000000001,0.6764705882352942,0.92,0.7796610169491526,0.44,-0.07091288141430241,23,11,14,2
gaussian_edge1,4,100,auto,0.1,0.8320000000000001,0.6764705882352942,0.92,0.7796610169491526,0.44,-0.06326330334350116,23,11,14,2
gaussian_edge1,4,100,0.5,auto,0.832,0.6410256410256411,1.0,0.78125,0.56,-0.0645910494939666,25,14,11,0
gaussian_edge1,4,100,0.5,0.01,0.832,0.6410256410256411,1.0,0.78125,0.56,-0.19553763711617894,25,14,11,0
gaussian_edge1,4,100,0.5,0.05,0.832,0.6410256410256411,1.0,0.78125,0.56,-0.11611067339829845,25,14,11,0
gaussian_edge1,4,100,0.5,0.1,0.832,0.6410256410256411,1.0,0.78125,0.56,-0.10620123464140424,25,14,11,0
gaussian_edge1,4,100,1.0,auto,0.8320000000000001,0.6764705882352942,0.92,0.7796610169491526,0.44,-0.05117350968010048,23,11,14,2
gaussian_edge1,4,100,1.0,0.01,0.8320000000000001,0.6764705882352942,0.92,0.7796610169491526,0.44,-0.21617528326810342,23,11,14,2
gaussian_edge1,4,100,1.0,0.05,0.8320000000000001,0.6764705882352942,0.92,0.7796610169491526,0.44,-0.07091288141430241,23,11,14,2
gaussian_edge1,4,100,1.0,0.1,0.8320000000000001,0.6764705882352942,0.92,0.7796610169491526,0.44,-0.06326330334350116,23,11,14,2
gaussian_edge1,4,200,auto,auto,0.8528,0.696969696969697,0.92,0.7931034482758621,0.4,-0.03764151979191266,23,10,15,2
gaussian_edge1,4,200,auto,0.01,0.8528,0.696969696969697,0.92,0.7931034482758621,0.4,-0.20003020094023205,23,10,15,2
gaussian_edge1,4,200,auto,0.05,0.8528,0.696969696969697,0.92,0.7931034482758621,0.4,-0.05751063708888304,23,10,15,2
gaussian_edge1,4,200,auto,0.1,0.8528,0.696969696969697,0.92,0.7931034482758621,0.4,-0.0479533215393384,23,10,15,2
gaussian_edge1,4,200,0.5,auto,0.8464,0.8260869565217391,0.76,0.7916666666666666,0.16,0.035071506427052146,19,4,21,6
gaussian_edge1,4,200,0.5,0.01,0.8464,0.8260869565217391,0.76,0.7916666666666666,0.16,-0.11047466520315463,19,4,21,6
gaussian_edge1,4,200,0.5,0.05,0.8464,0.8260869565217391,0.76,0.7916666666666666,0.16,-0.012930346893304079,19,4,21,6
gaussian_edge1,4,200,0.5,0.1,0.8464,0.8260869565217391,0.76,0.7916666666666666,0.16,0.003870981522747563,19,4,21,6
gaussian_edge1,4,200,1.0,auto,0.8528,0.696969696969697,0.92,0.7931034482758621,0.4,-0.03764151979191266,23,10,15,2
gaussian_edge1,4,200,1.0,0.01,0.8528,0.696969696969697,0.92,0.7931034482758621,0.4,-0.20003020094023205,23,10,15,2
gaussian_edge1,4,200,1.0,0.05,0.8528,0.696969696969697,0.92,0.7931034482758621,0.4,-0.05751063708888304,23,10,15,2
gaussian_edge1,4,200,1.0,0.1,0.8528,0.696969696969697,0.92,0.7931034482758621,0.4,-0.0479533215393384,23,10,15,2
gaussian_edge1,4,500,auto,auto,0.8592,0.9473684210526315,0.72,0.8181818181818182,0.04,0.03840482664876621,18,1,24,7
gaussian_edge1,4,500,auto,0.01,0.8592,0.9473684210526315,0.72,0.8181818181818182,0.04,-0.12031581501678745,18,1,24,7
gaussian_edge1,4,500,auto,0.05,0.8592,0.9473684210526315,0.72,0.8181818181818182,0.04,0.014778467335888612,18,1,24,7
gaussian_edge1,4,500,auto,0.1,0.8592,0.9473684210526315,0.72,0.8181818181818182,0.04,0.02958981343482836,18,1,24,7
gaussian_edge1,4,500,0.5,auto,0.8576,0.8636363636363636,0.76,0.8085106382978723,0.12,0.042682048532180494,19,3,22,6
gaussian_edge1,4,500,0.5,0.01,0.8576,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.09352201611069855,19,3,22,6
gaussian_edge1,4,500,0.5,0.05,0.8576,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.0035917308952951865,19,3,22,6
gaussian_edge1,4,500,0.5,0.1,0.8576,0.8636363636363636,0.76,0.8085106382978723,0.12,0.010630076540458111,19,3,22,6
gaussian_edge1,4,500,1.0,auto,0.8592,0.9473684210526315,0.72,0.8181818181818182,0.04,0.03840482664876621,18,1,24,7
gaussian_edge1,4,500,1.0,0.01,0.8592,0.9473684210526315,0.72,0.8181818181818182,0.04,-0.12031581501678745,18,1,24,7
gaussian_edge1,4,500,1.0,0.05,0.8592,0.9473684210526315,0.72,0.8181818181818182,0.04,0.014778467335888612,18,1,24,7
gaussian_edge1,4,500,1.0,0.1,0.8592,0.9473684210526315,0.72,0.8181818181818182,0.04,0.02958981343482836,18,1,24,7
mask_edge0,0,100,auto,auto,0.9104,0.9130434782608695,0.84,0.875,0.08,-0.0030170826817713103,21,2,23,4
mask_edge0,0,100,auto,0.01,0.9104,0.9130434782608695,0.84,0.875,0.08,-0.16150157225027845,21,2,23,4
mask_edge0,0,100,auto,0.05,0.9104,0.9130434782608695,0.84,0.875,0.08,-0.03987280749279781,21,2,23,4
mask_edge0,0,100,auto,0.1,0.9104,0.9130434782608695,0.84,0.875,0.08,-0.009285984832073824,21,2,23,4
mask_edge0,0,100,0.5,auto,0.872,0.8333333333333334,0.8,0.8163265306122449,0.16,0.008581735382087285,20,4,21,5
mask_edge0,0,100,0.5,0.01,0.872,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.15646266927283492,20,4,21,5
mask_edge0,0,100,0.5,0.05,0.872,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.04814310017725232,20,4,21,5
mask_edge0,0,100,0.5,0.1,0.872,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.015471551662188054,20,4,21,5
mask_edge0,0,100,1.0,auto,0.9104,0.9130434782608695,0.84,0.875,0.08,-0.0030170826817713103,21,2,23,4
mask_edge0,0,100,1.0,0.01,0.9104,0.9130434782608695,0.84,0.875,0.08,-0.16150157225027845,21,2,23,4
mask_edge0,0,100,1.0,0.05,0.9104,0.9130434782608695,0.84,0.875,0.08,-0.03987280749279781,21,2,23,4
mask_edge0,0,100,1.0,0.1,0.9104,0.9130434782608695,0.84,0.875,0.08,-0.009285984832073824,21,2,23,4
mask_edge0,0,200,auto,auto,0.9168,0.8518518518518519,0.92,0.8846153846153846,0.16,-0.01023318767838538,23,4,21,2
mask_edge0,0,200,auto,0.01,0.9168,0.8518518518518519,0.92,0.8846153846153846,0.16,-0.15404368936159002,23,4,21,2
mask_edge0,0,200,auto,0.05,0.9168,0.8518518518518519,0.92,0.8846153846153846,0.16,-0.05416941862007324,23,4,21,2
mask_edge0,0,200,auto,0.1,0.9168,0.8518518518518519,0.92,0.8846153846153846,0.16,-0.016337915370094047,23,4,21,2
mask_edge0,0,200,0.5,auto,0.8704,0.8636363636363636,0.76,0.8085106382978723,0.12,0.01880296833999795,19,3,22,6
mask_edge0,0,200,0.5,0.01,0.8704,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.12444636790899188,19,3,22,6
mask_edge0,0,200,0.5,0.05,0.8704,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.03970250649210205,19,3,22,6
mask_edge0,0,200,0.5,0.1,0.8704,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.006362288609867872,19,3,22,6
mask_edge0,0,200,1.0,auto,0.9168,0.8518518518518519,0.92,0.8846153846153846,0.16,-0.01023318767838538,23,4,21,2
mask_edge0,0,200,1.0,0.01,0.9168,0.8518518518518519,0.92,0.8846153846153846,0.16,-0.15404368936159002,23,4,21,2
mask_edge0,0,200,1.0,0.05,0.9168,0.8518518518518519,0.92,0.8846153846153846,0.16,-0.05416941862007324,23,4,21,2
mask_edge0,0,200,1.0,0.1,0.9168,0.8518518518518519,0.92,0.8846153846153846,0.16,-0.016337915370094047,23,4,21,2
mask_edge0,0,500,auto,auto,0.9136,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.012622781451658294,23,6,19,2
mask_edge0,0,500,auto,0.01,0.9136,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.16000537479306032,23,6,19,2
mask_edge0,0,500,auto,0.05,0.9136,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.05621601748284366,23,6,19,2
mask_edge0,0,500,auto,0.1,0.9136,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.024555467817147902,23,6,19,2
mask_edge0,0,500,0.5,auto,0.8816,0.7419354838709677,0.92,0.8214285714285714,0.32,-0.00808325398482429,23,8,17,2
mask_edge0,0,500,0.5,0.01,0.8816,0.7419354838709677,0.92,0.8214285714285714,0.32,-0.15539822023955768,23,8,17,2
mask_edge0,0,500,0.5,0.05,0.8816,0.7419354838709677,0.92,0.8214285714285714,0.32,-0.060228678036480965,23,8,17,2
mask_edge0,0,500,0.5,0.1,0.8816,0.7419354838709677,0.92,0.8214285714285714,0.32,-0.036352334836142475,23,8,17,2
mask_edge0,0,500,1.0,auto,0.9136,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.012622781451658294,23,6,19,2
mask_edge0,0,500,1.0,0.01,0.9136,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.16000537479306032,23,6,19,2
mask_edge0,0,500,1.0,0.05,0.9136,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.05621601748284366,23,6,19,2
mask_edge0,0,500,1.0,0.1,0.9136,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.024555467817147902,23,6,19,2
mask_edge0,1,100,auto,auto,0.8960000000000001,0.8148148148148148,0.88,0.8461538461538461,0.2,0.007198155057895228,22,5,20,3
mask_edge0,1,100,auto,0.01,0.8960000000000001,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.12541715453219682,22,5,20,3
mask_edge0,1,100,auto,0.05,0.8960000000000001,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.0510492773534158,22,5,20,3
mask_edge0,1,100,auto,0.1,0.8960000000000001,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.01103486171731971,22,5,20,3
mask_edge0,1,100,0.5,auto,0.8656,1.0,0.68,0.8095238095238095,0.0,0.05910257401730279,17,0,25,8
mask_edge0,1,100,0.5,0.01,0.8656,1.0,0.68,0.8095238095238095,0.0,-0.06991961707028971,17,0,25,8
mask_edge0,1,100,0.5,0.05,0.8656,1.0,0.68,0.8095238095238095,0.0,-0.0046510012934702916,17,0,25,8
mask_edge0,1,100,0.5,0.1,0.8656,1.0,0.68,0.8095238095238095,0.0,0.0171672976876569,17,0,25,8
mask_edge0,1,100,1.0,auto,0.8960000000000001,0.8148148148148148,0.88,0.8461538461538461,0.2,0.007198155057895228,22,5,20,3
mask_edge0,1,100,1.0,0.01,0.8960000000000001,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.12541715453219682,22,5,20,3
mask_edge0,1,100,1.0,0.05,0.8960000000000001,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.0510492773534158,22,5,20,3
mask_edge0,1,100,1.0,0.1,0.8960000000000001,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.01103486171731971,22,5,20,3
mask_edge0,1,200,auto,auto,0.8944,0.7931034482758621,0.92,0.8518518518518519,0.24,0.0010138091626682444,23,6,19,2
mask_edge0,1,200,auto,0.01,0.8944,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.13961776671393855,23,6,19,2
mask_edge0,1,200,auto,0.05,0.8944,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.05529635300813396,23,6,19,2
mask_edge0,1,200,auto,0.1,0.8944,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.02315259613134213,23,6,19,2
mask_edge0,1,200,0.5,auto,0.8832,1.0,0.72,0.8372093023255814,0.0,0.054423700433926525,18,0,25,7
mask_edge0,1,200,0.5,0.01,0.8832,1.0,0.72,0.8372093023255814,0.0,-0.08486604713777712,18,0,25,7
