variant,seed,n_estimators,max_samples,contamination,auc,precision,recall,f1,fpr,threshold,tp,fp,tn,fn
mask_edge0,1,200,0.5,0.05,0.8832,1.0,0.72,0.8372093023255814,0.0,-0.009949573677836221,18,0,25,7
mask_edge0,1,200,0.5,0.1,0.8832,1.0,0.72,0.8372093023255814,0.0,0.00939412841754339,18,0,25,7
mask_edge0,1,200,1.0,auto,0.8944,0.7931034482758621,0.92,0.8518518518518519,0.24,0.0010138091626682444,23,6,19,2
mask_edge0,1,200,1.0,0.01,0.8944,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.13961776671393855,23,6,19,2
mask_edge0,1,200,1.0,0.05,0.8944,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.05529635300813396,23,6,19,2
mask_edge0,1,200,1.0,0.1,0.8944,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.02315259613134213,23,6,19,2
mask_edge0,1,500,auto,auto,0.8992,0.8148148148148148,0.88,0.8461538461538461,0.2,0.00271112310134769,22,5,20,3
mask_edge0,1,500,auto,0.01,0.8992,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.12332233148231353,22,5,20,3
mask_edge0,1,500,auto,0.05,0.8992,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.048593707666021446,22,5,20,3
mask_edge0,1,500,auto,0.1,0.8992,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.015343564125295583,22,5,20,3
mask_edge0,1,500,0.5,auto,0.8815999999999999,0.9473684210526315,0.72,0.8181818181818182,0.04,0.04922973255288354,18,1,24,7
mask_edge0,1,500,0.5,0.01,0.8815999999999999,0.9473684210526315,0.72,0.8181818181818182,0.04,-0.08414754516639633,18,1,24,7
mask_edge0,1,500,0.5,0.05,0.8815999999999999,0.9473684210526315,0.72,0.8181818181818182,0.04,-0.018623597140763226,18,1,24,7
mask_edge0,1,500,0.5,0.1,0.8815999999999999,0.9473684210526315,0.72,0.8181818181818182,0.04,0.008903711391462732,18,1,24,7
mask_edge0,1,500,1.0,auto,0.8992,0.8148148148148148,0.88,0.8461538461538461,0.2,0.00271112310134769,22,5,20,3
mask_edge0,1,500,1.0,0.01,0.8992,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.12332233148231353,22,5,20,3
mask_edge0,1,500,1.0,0.05,0.8992,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.048593707666021446,22,5,20,3
mask_edge0,1,500,1.0,0.1,0.8992,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.015343564125295583,22,5,20,3
mask_edge0,2,100,auto,auto,0.8448,0.75,0.84,0.7924528301886793,0.28,0.011357462000050056,21,7,18,4
mask_edge0,2,100,auto,0.01,0.8448,0.75,0.84,0.7924528301886793,0.28,-0.15323577096372798,21,7,18,4
mask_edge0,2,100,auto,0.05,0.8448,0.75,0.84,0.7924528301886793,0.28,-0.02181808017756004,21,7,18,4
mask_edge0,2,100,auto,0.1,0.8448,0.75,0.84,0.7924528301886793,0.28,-0.003190862713988274,21,7,18,4
mask_edge0,2,100,0.5,auto,0.8079999999999999,0.8260869565217391,0.76,0.7916666666666666,0.16,0.03900494412321476,19,4,21,6
mask_edge0,2,100,0.5,0.01,0.8079999999999999,0.8260869565217391,0.76,0.7916666666666666,0.16,-0.12803774819503844,19,4,21,6
mask_edge0,2,100,0.5,0.05,0.8079999999999999,0.8260869565217391,0.76,0.7916666666666666,0.16,-0.015220202342121292,19,4,21,6
mask_edge0,2,100,0.5,0.1,0.8079999999999999,0.8260869565217391,0.76,0.7916666666666666,0.16,0.008824495447674163,19,4,21,6
mask_edge0,2,100,1.0,auto,0.8448,0.75,0.84,0.7924528301886793,0.28,0.011357462000050056,21,7,18,4
mask_edge0,2,100,1.0,0.01,0.8448,0.75,0.84,0.7924528301886793,0.28,-0.15323577096372798,21,7,18,4
mask_edge0,2,100,1.0,0.05,0.8448,0.75,0.84,0.7924528301886793,0.28,-0.02181808017756004,21,7,18,4
mask_edge0,2,100,1.0,0.1,0.8448,0.75,0.84,0.7924528301886793,0.28,-0.003190862713988274,21,7,18,4
mask_edge0,2,200,auto,auto,0.8528,0.8333333333333334,0.8,0.8163265306122449,0.16,0.02507173087166381,20,4,21,5
mask_edge0,2,200,auto,0.01,0.8528,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.13568110711384385,20,4,21,5
mask_edge0,2,200,auto,0.05,0.8528,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.01492676911958113,20,4,21,5
mask_edge0,2,200,auto,0.1,0.8528,0.8333333333333334,0.8,0.8163265306122449,0.16,0.006731656055191215,20,4,21,5
mask_edge0,2,200,0.5,auto,0.8335999999999999,0.6875,0.88,0.7719298245614035,0.4,0.0038576609984064536,22,10,15,3
mask_edge0,2,200,0.5,0.01,0.8335999999999999,0.6875,0.88,0.7719298245614035,0.4,-0.15115711346975824,22,10,15,3
mask_edge0,2,200,0.5,0.05,0.8335999999999999,0.6875,0.88,0.7719298245614035,0.4,-0.05494587583040922,22,10,15,3
mask_edge0,2,200,0.5,0.1,0.8335999999999999,0.6875,0.88,0.7719298245614035,0.4,-0.03253129198243232,22,10,15,3
mask_edge0,2,200,1.0,auto,0.8528,0.8333333333333334,0.8,0.8163265306122449,0.16,0.02507173087166381,20,4,21,5
mask_edge0,2,200,1.0,0.01,0.8528,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.13568110711384385,20,4,21,5
mask_edge0,2,200,1.0,0.05,0.8528,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.01492676911958113,20,4,21,5
mask_edge0,2,200,1.0,0.1,0.8528,0.8333333333333334,0.8,0.8163265306122449,0.16,0.006731656055191215,20,4,21,5
mask_edge0,2,500,auto,auto,0.8512,0.8333333333333334,0.8,0.8163265306122449,0.16,0.024831405545345242,20,4,21,5
mask_edge0,2,500,auto,0.01,0.8512,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.14299366275633507,20,4,21,5
mask_edge0,2,500,auto,0.05,0.8512,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.014499438611652038,20,4,21,5
mask_edge0,2,500,auto,0.1,0.8512,0.8333333333333334,0.8,0.8163265306122449,0.16,0.013159883540013073,20,4,21,5
mask_edge0,2,500,0.5,auto,0.84,0.8260869565217391,0.76,0.7916666666666666,0.16,0.042338789829525436,19,4,21,6
mask_edge0,2,500,0.5,0.01,0.84,0.8260869565217391,0.76,0.7916666666666666,0.16,-0.10793503120742465,19,4,21,6
mask_edge0,2,500,0.5,0.05,0.84,0.8260869565217391,0.76,0.7916666666666666,0.16,-0.005104422196712699,19,4,21,6
mask_edge0,2,500,0.5,0.1,0.84,0.8260869565217391,0.76,0.7916666666666666,0.16,0.014081411201334548,19,4,21,6
mask_edge0,2,500,1.0,auto,0.8512,0.8333333333333334,0.8,0.8163265306122449,0.16,0.024831405545345242,20,4,21,5
mask_edge0,2,500,1.0,0.01,0.8512,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.14299366275633507,20,4,21,5
mask_edge0,2,500,1.0,0.05,0.8512,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.014499438611652038,20,4,21,5
mask_edge0,2,500,1.0,0.1,0.8512,0.8333333333333334,0.8,0.8163265306122449,0.16,0.013159883540013073,20,4,21,5
mask_edge0,3,100,auto,auto,0.9184,0.7666666666666667,0.92,0.8363636363636363,0.28,-0.016053817472423737,23,7,18,2
mask_edge0,3,100,auto,0.01,0.9184,0.7666666666666667,0.92,0.8363636363636363,0.28,-0.16373412250993769,23,7,18,2
mask_edge0,3,100,auto,0.05,0.9184,0.7666666666666667,0.92,0.8363636363636363,0.28,-0.043465387707020575,23,7,18,2
mask_edge0,3,100,auto,0.1,0.9184,0.7666666666666667,0.92,0.8363636363636363,0.28,-0.036017165360502146,23,7,18,2
mask_edge0,3,100,0.5,auto,0.9152,0.84,0.84,0.84,0.16,0.011493185887755275,21,4,21,4
mask_edge0,3,100,0.5,0.01,0.9152,0.84,0.84,0.84,0.16,-0.14244583068356664,21,4,21,4
mask_edge0,3,100,0.5,0.05,0.9152,0.84,0.84,0.84,0.16,-0.029879254414671097,21,4,21,4
mask_edge0,3,100,0.5,0.1,0.9152,0.84,0.84,0.84,0.16,-0.019815782372549662,21,4,21,4
mask_edge0,3,100,1.0,auto,0.9184,0.7666666666666667,0.92,0.8363636363636363,0.28,-0.016053817472423737,23,7,18,2
mask_edge0,3,100,1.0,0.01,0.9184,0.7666666666666667,0.92,0.8363636363636363,0.28,-0.16373412250993769,23,7,18,2
mask_edge0,3,100,1.0,0.05,0.9184,0.7666666666666667,0.92,0.8363636363636363,0.28,-0.043465387707020575,23,7,18,2
mask_edge0,3,100,1.0,0.1,0.9184,0.7666666666666667,0.92,0.8363636363636363,0.28,-0.036017165360502146,23,7,18,2
mask_edge0,3,200,auto,auto,0.9248,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.011189956127715228,23,6,19,2
mask_edge0,3,200,auto,0.01,0.9248,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.1608018028186987,23,6,19,2
mask_edge0,3,200,auto,0.05,0.9248,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.04479737766429137,23,6,19,2
mask_edge0,3,200,auto,0.1,0.9248,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.024927502198386797,23,6,19,2
mask_edge0,3,200,0.5,auto,0.9119999999999999,0.7857142857142857,0.88,0.8301886792452831,0.24,-0.0027983915801647052,22,6,19,3
mask_edge0,3,200,0.5,0.01,0.9119999999999999,0.7857142857142857,0.88,0.8301886792452831,0.24,-0.1587181383914893,22,6,19,3
mask_edge0,3,200,0.5,0.05,0.9119999999999999,0.7857142857142857,0.88,0.8301886792452831,0.24,-0.04501495399055877,22,6,19,3
mask_edge0,3,200,0.5,0.1,0.9119999999999999,0.7857142857142857,0.88,0.8301886792452831,0.24,-0.03336264077533957,22,6,19,3
mask_edge0,3,200,1.0,auto,0.9248,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.011189956127715228,23,6,19,2
mask_edge0,3,200,1.0,0.01,0.9248,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.1608018028186987,23,6,19,2
mask_edge0,3,200,1.0,0.05,0.9248,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.04479737766429137,23,6,19,2
mask_edge0,3,200,1.0,0.1,0.9248,0.7931034482758621,0.92,0.8518518518518519,0.24,-0.024927502198386797,23,6,19,2
mask_edge0,3,500,auto,auto,0.9248,0.8214285714285714,0.92,0.8679245283018868,0.2,-0.009251837848568367,23,5,20,2
mask_edge0,3,500,auto,0.01,0.9248,0.8214285714285714,0.92,0.8679245283018868,0.2,-0.15323759629019934,23,5,20,2
mask_edge0,3,500,auto,0.05,0.9248,0.8214285714285714,0.92,0.8679245283018868,0.2,-0.039488459929577,23,5,20,2
mask_edge0,3,500,auto,0.1,0.9248,0.8214285714285714,0.92,0.8679245283018868,0.2,-0.017236069151264466,23,5,20,2
mask_edge0,3,500,0.5,auto,0.9072,0.7666666666666667,0.92,0.8363636363636363,0.28,-0.012490309843623204,23,7,18,2
mask_edge0,3,500,0.5,0.01,0.9072,0.7666666666666667,0.92,0.8363636363636363,0.28,-0.1676365578191481,23,7,18,2
mask_edge0,3,500,0.5,0.05,0.9072,0.7666666666666667,0.92,0.8363636363636363,0.28,-0.06085138331956608,23,7,18,2
mask_edge0,3,500,0.5,0.1,0.9072,0.7666666666666667,0.92,0.8363636363636363,0.28,-0.04037044222917796,23,7,18,2
mask_edge0,3,500,1.0,auto,0.9248,0.8214285714285714,0.92,0.8679245283018868,0.2,-0.009251837848568367,23,5,20,2
mask_edge0,3,500,1.0,0.01,0.9248,0.8214285714285714,0.92,0.8679245283018868,0.2,-0.15323759629019934,23,5,20,2
mask_edge0,3,500,1.0,0.05,0.9248,0.8214285714285714,0.92,0.8679245283018868,0.2,-0.039488459929577,23,5,20,2
mask_edge0,3,500,1.0,0.1,0.9248,0.8214285714285714,0.92,0.8679245283018868,0.2,-0.017236069151264466,23,5,20,2
mask_edge0,4,100,auto,auto,0.8496,0.696969696969697,0.92,0.7931034482758621,0.4,-0.0043094661878458895,23,10,15,2
mask_edge0,4,100,auto,0.01,0.8496,0.696969696969697,0.92,0.7931034482758621,0.4,-0.1461159562339127,23,10,15,2
mask_edge0,4,100,auto,0.05,0.8496,0.696969696969697,0.92,0.7931034482758621,0.4,-0.04888666032383149,23,10,15,2
mask_edge0,4,100,auto,0.1,0.8496,0.696969696969697,0.92,0.7931034482758621,0.4,-0.027121015674237636,23,10,15,2
mask_edge0,4,100,0.5,auto,0.8384,0.7058823529411765,0.96,0.8135593220338984,0.4,-0.017402494535983415,24,10,15,1
mask_edge0,4,100,0.5,0.01,0.8384,0.7058823529411765,0.96,0.8135593220338984,0.4,-0.13396654626594662,24,10,15,1
mask_edge0,4,100,0.5,0.05,0.8384,0.7058823529411765,0.96,0.8135593220338984,0.4,-0.07837285406749772,24,10,15,1
mask_edge0,4,100,0.5,0.1,0.8384,0.7058823529411765,0.96,0.8135593220338984,0.4,-0.0681323464529151,24,10,15,1
mask_edge0,4,100,1.0,auto,0.8496,0.696969696969697,0.92,0.7931034482758621,0.4,-0.0043094661878458895,23,10,15,2
mask_edge0,4,100,1.0,0.01,0.8496,0.696969696969697,0.92,0.7931034482758621,0.4,-0.1461159562339127,23,10,15,2
mask_edge0,4,100,1.0,0.05,0.8496,0.696969696969697,0.92,0.7931034482758621,0.4,-0.04888666032383149,23,10,15,2
mask_edge0,4,100,1.0,0.1,0.8496,0.696969696969697,0.92,0.7931034482758621,0.4,-0.027121015674237636,23,10,15,2
mask_edge0,4,200,auto,auto,0.8416,0.696969696969697,0.92,0.7931034482758621,0.4,-0.014814869803503217,23,10,15,2
mask_edge0,4,200,auto,0.01,0.8416,0.696969696969697,0.92,0.7931034482758621,0.4,-0.15172396643230301,23,10,15,2
mask_edge0,4,200,auto,0.05,0.8416,0.696969696969697,0.92,0.7931034482758621,0.4,-0.059078830070986466,23,10,15,2
mask_edge0,4,200,auto,0.1,0.8416,0.696969696969697,0.92,0.7931034482758621,0.4,-0.03536449731477065,23,10,15,2
mask_edge0,4,200,0.5,auto,0.8191999999999999,0.696969696969697,0.92,0.7931034482758621,0.4,-0.004664066298485092,23,10,15,2
mask_edge0,4,200,0.5,0.01,0.8191999999999999,0.696969696969697,0.92,0.7931034482758621,0.4,-0.13887624609308807,23,10,15,2
mask_edge0,4,200,0.5,0.05,0.8191999999999999,0.696969696969697,0.92,0.7931034482758621,0.4,-0.06560274226515767,23,10,15,2
mask_edge0,4,200,0.5,0.1,0.8191999999999999,0.696969696969697,0.92,0.7931034482758621,0.4,-0.04781118610834384,23,10,15,2
mask_edge0,4,200,1.0,auto,0.8416,0.696969696969697,0.92,0.7931034482758621,0.4,-0.014814869803503217,23,10,15,2
mask_edge0,4,200,1.0,0.01,0.8416,0.696969696969697,0.92,0.7931034482758621,0.4,-0.15172396643230301,23,10,15,2
mask_edge0,4,200,1.0,0.05,0.8416,0.696969696969697,0.92,0.7931034482758621,0.4,-0.059078830070986466,23,10,15,2
mask_edge0,4,200,1.0,0.1,0.8416,0.696969696969697,0.92,0.7931034482758621,0.4,-0.03536449731477065,23,10,15,2
mask_edge0,4,500,auto,auto,0.8448,0.696969696969697,0.92,0.7931034482758621,0.4,-0.008186113842976905,23,10,15,2
mask_edge0,4,500,auto,0.01,0.8448,0.696969696969697,0.92,0.7931034482758621,0.4,-0.15682005412815375,23,10,15,2
mask_edge0,4,500,auto,0.05,0.8448,0.696969696969697,0.92,0.7931034482758621,0.4,-0.041888598220188145,23,10,15,2
mask_edge0,4,500,auto,0.1,0.8448,0.696969696969697,0.92,0.7931034482758621,0.4,-0.02311579097765254,23,10,15,2
mask_edge0,4,500,0.5,auto,0.8256,0.696969696969697,0.92,0.7931034482758621,0.4,-0.00911930244352116,23,10,15,2
mask_edge0,4,500,0.5,0.01,0.8256,0.696969696969697,0.92,0.7931034482758621,0.4,-0.1414709585674005,23,10,15,2
mask_edge0,4,500,0.5,0.05,0.8256,0.696969696969697,0.92,0.7931034482758621,0.4,-0.0695409049038887,23,10,15,2
mask_edge0,4,500,0.5,0.1,0.8256,0.696969696969697,0.92,0.7931034482758621,0.4,-0.04774949258530509,23,10,15,2
mask_edge0,4,500,1.0,auto,0.8448,0.696969696969697,0.92,0.7931034482758621,0.4,-0.008186113842976905,23,10,15,2
mask_edge0,4,500,1.0,0.01,0.8448,0.696969696969697,0.92,0.7931034482758621,0.4,-0.15682005412815375,23,10,15,2
mask_edge0,4,500,1.0,0.05,0.8448,0.696969696969697,0.92,0.7931034482758621,0.4,-0.041888598220188145,23,10,15,2
mask_edge0,4,500,1.0,0.1,0.8448,0.696969696969697,0.92,0.7931034482758621,0.4,-0.02311579097765254,23,10,15,2
mask_edge1,0,100,auto,auto,0.9104,0.9523809523809523,0.8,0.8695652173913043,0.04,-0.0021348657990397646,20,1,24,5
mask_edge1,0,100,auto,0.01,0.9104,0.9523809523809523,0.8,0.8695652173913043,0.04,-0.1539612001001125,20,1,24,5
mask_edge1,0,100,auto,0.05,0.9104,0.9523809523809523,0.8,0.8695652173913043,0.04,-0.028329684293910917,20,1,24,5
mask_edge1,0,100,auto,0.1,0.9104,0.9523809523809523,0.8,0.8695652173913043,0.04,-0.013092692014090246,20,1,24,5
mask_edge1,0,100,0.5,auto,0.9056000000000001,0.95,0.76,0.8444444444444444,0.04,0.020375936324275146,19,1,24,6
mask_edge1,0,100,0.5,0.01,0.9056000000000001,0.95,0.76,0.8444444444444444,0.04,-0.13874084326106506,19,1,24,6
mask_edge1,0,100,0.5,0.05,0.9056000000000001,0.95,0.76,0.8444444444444444,0.04,-0.017246110946501858,19,1,24,6
mask_edge1,0,100,0.5,0.1,0.9056000000000001,0.95,0.76,0.8444444444444444,0.04,-0.008487071433083249,19,1,24,6
mask_edge1,0,100,1.0,auto,0.9104,0.9523809523809523,0.8,0.8695652173913043,0.04,-0.0021348657990397646,20,1,24,5
mask_edge1,0,100,1.0,0.01,0.9104,0.9523809523809523,0.8,0.8695652173913043,0.04,-0.1539612001001125,20,1,24,5
mask_edge1,0,100,1.0,0.05,0.9104,0.9523809523809523,0.8,0.8695652173913043,0.04,-0.028329684293910917,20,1,24,5
mask_edge1,0,100,1.0,0.1,0.9104,0.9523809523809523,0.8,0.8695652173913043,0.04,-0.013092692014090246,20,1,24,5
mask_edge1,0,200,auto,auto,0.9024,0.9090909090909091,0.8,0.851063829787234,0.08,0.0007376722117341528,20,2,23,5
mask_edge1,0,200,auto,0.01,0.9024,0.9090909090909091,0.8,0.851063829787234,0.08,-0.13854161768386342,20,2,23,5
mask_edge1,0,200,auto,0.05,0.9024,0.9090909090909091,0.8,0.851063829787234,0.08,-0.02201098906319221,20,2,23,5
mask_edge1,0,200,auto,0.1,0.9024,0.9090909090909091,0.8,0.851063829787234,0.08,-0.006090487583461979,20,2,23,5
mask_edge1,0,200,0.5,auto,0.8896000000000001,0.9090909090909091,0.8,0.851063829787234,0.08,0.017121422157291732,20,2,23,5
mask_edge1,0,200,0.5,0.01,0.8896000000000001,0.9090909090909091,0.8,0.851063829787234,0.08,-0.13236910303892635,20,2,23,5
mask_edge1,0,200,0.5,0.05,0.8896000000000001,0.9090909090909091,0.8,0.851063829787234,0.08,-0.026089631053421658,20,2,23,5
mask_edge1,0,200,0.5,0.1,0.8896000000000001,0.9090909090909091,0.8,0.851063829787234,0.08,-0.010419143857568591,20,2,23,5
mask_edge1,0,200,1.0,auto,0.9024,0.9090909090909091,0.8,0.851063829787234,0.08,0.0007376722117341528,20,2,23,5
mask_edge1,0,200,1.0,0.01,0.9024,0.9090909090909091,0.8,0.851063829787234,0.08,-0.13854161768386342,20,2,23,5
mask_edge1,0,200,1.0,0.05,0.9024,0.9090909090909091,0.8,0.851063829787234,0.08,-0.02201098906319221,20,2,23,5
mask_edge1,0,200,1.0,0.1,0.9024,0.9090909090909091,0.8,0.851063829787234,0.08,-0.006090487583461979,20,2,23,5
mask_edge1,0,500,auto,auto,0.9152,1.0,0.8,0.8888888888888888,0.0,0.003827238052353077,20,0,25,5
mask_edge1,0,500,auto,0.01,0.9152,1.0,0.8,0.8888888888888888,0.0,-0.13695971902950754,20,0,25,5
mask_edge1,0,500,auto,0.05,0.9152,1.0,0.8,0.8888888888888888,0.0,-0.0177020920047386,20,0,25,5
mask_edge1,0,500,auto,0.1,0.9152,1.0,0.8,0.8888888888888888,0.0,-0.0021309085148185636,20,0,25,5
mask_edge1,0,500,0.5,auto,0.8912,1.0,0.72,0.8372093023255814,0.0,0.028647258687405364,18,0,25,7
mask_edge1,0,500,0.5,0.01,0.8912,1.0,0.72,0.8372093023255814,0.0,-0.11508439606400944,18,0,25,7
mask_edge1,0,500,0.5,0.05,0.8912,1.0,0.72,0.8372093023255814,0.0,-0.00638711097946576,18,0,25,7
mask_edge1,0,500,0.5,0.1,0.8912,1.0,0.72,0.8372093023255814,0.0,0.0065363230439488,18,0,25,7
mask_edge1,0,500,1.0,auto,0.9152,1.0,0.8,0.8888888888888888,0.0,0.003827238052353077,20,0,25,5
mask_edge1,0,500,1.0,0.01,0.9152,1.0,0.8,0.8888888888888888,0.0,-0.13695971902950754,20,0,25,5
mask_edge1,0,500,1.0,0.05,0.9152,1.0,0.8,0.8888888888888888,0.0,-0.0177020920047386,20,0,25,5
mask_edge1,0,500,1.0,0.1,0.9152,1.0,0.8,0.8888888888888888,0.0,-0.0021309085148185636,20,0,25,5
mask_edge1,1,100,auto,auto,0.88,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.009055894438827872,22,5,20,3
mask_edge1,1,100,auto,0.01,0.88,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.14645740053389827,22,5,20,3
mask_edge1,1,100,auto,0.05,0.88,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.04553298774468478,22,5,20,3
mask_edge1,1,100,auto,0.1,0.88,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.031828072068274704,22,5,20,3
mask_edge1,1,100,0.5,auto,0.8368,0.8571428571428571,0.72,0.782608695652174,0.12,0.029896836876722177,18,3,22,7
mask_edge1,1,100,0.5,0.01,0.8368,0.8571428571428571,0.72,0.782608695652174,0.12,-0.11714866786391709,18,3,22,7
mask_edge1,1,100,0.5,0.05,0.8368,0.8571428571428571,0.72,0.782608695652174,0.12,-0.020472547318844403,18,3,22,7
mask_edge1,1,100,0.5,0.1,0.8368,0.8571428571428571,0.72,0.782608695652174,0.12,-0.0061888209956190154,18,3,22,7
mask_edge1,1,100,1.0,auto,0.88,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.009055894438827872,22,5,20,3
mask_edge1,1,100,1.0,0.01,0.88,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.14645740053389827,22,5,20,3
mask_edge1,1,100,1.0,0.05,0.88,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.04553298774468478,22,5,20,3
mask_edge1,1,100,1.0,0.1,0.88,0.8148148148148148,0.88,0.8461538461538461,0.2,-0.031828072068274704,22,5,20,3
mask_edge1,1,200,auto,auto,0.8655999999999999,0.8333333333333334,0.8,0.8163265306122449,0.16,0.009841039366256354,20,4,21,5
mask_edge1,1,200,auto,0.01,0.8655999999999999,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.11931851150072137,20,4,21,5
mask_edge1,1,200,auto,0.05,0.8655999999999999,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.027542189243020987,20,4,21,5
mask_edge1,1,200,auto,0.1,0.8655999999999999,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.019754047370485583,20,4,21,5
mask_edge1,1,200,0.5,auto,0.8432,0.8947368421052632,0.68,0.7727272727272727,0.08,0.03586064586228854,17,2,23,8
mask_edge1,1,200,0.5,0.01,0.8432,0.8947368421052632,0.68,0.7727272727272727,0.08,-0.11114687578891602,17,2,23,8
mask_edge1,1,200,0.5,0.05,0.8432,0.8947368421052632,0.68,0.7727272727272727,0.08,-0.022661896737531828,17,2,23,8
mask_edge1,1,200,0.5,0.1,0.8432,0.8947368421052632,0.68,0.7727272727272727,0.08,0.002198227201875458,17,2,23,8
mask_edge1,1,200,1.0,auto,0.8655999999999999,0.8333333333333334,0.8,0.8163265306122449,0.16,0.009841039366256354,20,4,21,5
mask_edge1,1,200,1.0,0.01,0.8655999999999999,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.11931851150072137,20,4,21,5
mask_edge1,1,200,1.0,0.05,0.8655999999999999,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.027542189243020987,20,4,21,5
mask_edge1,1,200,1.0,0.1,0.8655999999999999,0.8333333333333334,0.8,0.8163265306122449,0.16,-0.019754047370485583,20,4,21,5
mask_edge1,1,500,auto,auto,0.8655999999999999,0.8636363636363636,0.76,0.8085106382978723,0.12,0.01591332474029228,19,3,22,6
mask_edge1,1,500,auto,0.01,0.8655999999999999,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.10955535324486632,19,3,22,6
mask_edge1,1,500,auto,0.05,0.8655999999999999,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.016579125172252684,19,3,22,6
mask_edge1,1,500,auto,0.1,0.8655999999999999,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.006262984523376813,19,3,22,6
mask_edge1,1,500,0.5,auto,0.8384,0.7916666666666666,0.76,0.7755102040816326,0.2,0.026832645255931986,19,5,20,6
mask_edge1,1,500,0.5,0.01,0.8384,0.7916666666666666,0.76,0.7755102040816326,0.2,-0.11030287786328608,19,5,20,6
mask_edge1,1,500,0.5,0.05,0.8384,0.7916666666666666,0.76,0.7755102040816326,0.2,-0.03042333737658176,19,5,20,6
mask_edge1,1,500,0.5,0.1,0.8384,0.7916666666666666,0.76,0.7755102040816326,0.2,-0.007115318746281463,19,5,20,6
mask_edge1,1,500,1.0,auto,0.8655999999999999,0.8636363636363636,0.76,0.8085106382978723,0.12,0.01591332474029228,19,3,22,6
mask_edge1,1,500,1.0,0.01,0.8655999999999999,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.10955535324486632,19,3,22,6
mask_edge1,1,500,1.0,0.05,0.8655999999999999,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.016579125172252684,19,3,22,6
mask_edge1,1,500,1.0,0.1,0.8655999999999999,0.8636363636363636,0.76,0.8085106382978723,0.12,-0.006262984523376813,19,3,22,6
mask_edge1,2,100,auto,auto,0.8079999999999999,0.8947368421052632,0.68,0.7727272727272727,0.08,0.03381779802965523,17,2,23,8
mask_edge1,2,100,auto,0.01,0.8079999999999999,0.8947368421052632,0.68,0.7727272727272727,0.08,-0.13039947764092874,17,2,23,8
mask_edge1,2,100,auto,0.05,0.8079999999999999,0.8947368421052632,0.68,0.7727272727272727,0.08,0.0072435804389437974,17,2,23,8
mask_edge1,2,100,auto,0.1,0.8079999999999999,0.8947368421052632,0.68,0.7727272727272727,0.08,0.021960021554713327,17,2,23,8
mask_edge1,2,100,0.5,auto,0.7968,0.8260869565217391,0.76,0.7916666666666666,0.16,0.03766382457317419,19,4,21,6
mask_edge1,2,100,0.5,0.01,0.7968,0.8260869565217391,0.76,0.7916666666666666,0.16,-0.10052670365203054,19,4,21,6
mask_edge1,2,100,0.5,0.05,0.7968,0.8260869565217391,0.76,0.7916666666666666,0.16,-0.018075372241529664,19,4,21,6
mask_edge1,2,100,0.5,0.1,0.7968,0.8260869565217391,0.76,0.7916666666666666,0.16,-0.0005005376924174243,19,4,21,6
mask_edge1,2,100,1.0,auto,0.8079999999999999,0.8947368421052632,0.68,0.7727272727272727,0.08,0.03381779802965523,17,2,23,8
mask_edge1,2,100,1.0,0.01,0.8079999999999999,0.8947368421052632,0.68,0.7727272727272727,0.08,-0.13039947764092874,17,2,23,8
