variant,pooling,seed,fit_count,val_fraction,n_fit,n_val,n_test_benign,n_attack,scaler,pca_dim,detector,detector_params,threshold_method,quantile,auc,precision,recall,f1,fpr,threshold,tp,fp,tn,fn
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.78,0.78,0.9771428571428571,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.015817847085154234,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.8,0.8,0.9771428571428571,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.012604485256988651,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.82,0.82,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.008850430755109192,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.85,0.85,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.00321934900228997,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.88,0.88,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,0.00196999203462002,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.9,0.9,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,0.005061435462635683,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.78,0.78,0.9771428571428571,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.02344704053664959,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.8,0.8,0.9771428571428571,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.019907602935499202,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.82,0.82,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.014155723627243776,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.85,0.85,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.005527904664860583,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.88,0.88,0.9771428571428571,0.8888888888888888,0.96,0.923076923076923,0.21428571428571427,0.0007289946377132708,24,3,11,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.9,0.9,0.9771428571428571,0.8888888888888888,0.96,0.923076923076923,0.21428571428571427,0.002924494456254756,24,3,11,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.78,0.78,0.9771428571428571,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.015817847085154234,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.8,0.8,0.9771428571428571,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.012604485256988651,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.82,0.82,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.008850430755109192,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.85,0.85,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.00321934900228997,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.88,0.88,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,0.00196999203462002,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.9,0.9,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,0.005061435462635683,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.78,0.78,0.9771428571428571,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.02344704053664959,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.8,0.8,0.9771428571428571,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.019907602935499202,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.82,0.82,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.014155723627243776,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.85,0.85,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.005527904664860583,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.88,0.88,0.9771428571428571,0.8888888888888888,0.96,0.923076923076923,0.21428571428571427,0.0007289946377132708,24,3,11,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=200;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.9,0.9,0.9771428571428571,0.8888888888888888,0.96,0.923076923076923,0.21428571428571427,0.002924494456254756,24,3,11,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.78,0.78,0.9742857142857143,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.01367437335675628,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.8,0.8,0.9742857142857143,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.013657460331763016,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.82,0.82,0.9742857142857143,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.011623049802881348,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.85,0.85,0.9742857142857143,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.008571434009558829,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.88,0.88,0.9742857142857143,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.001435741697272383,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.9,0.9,0.9742857142857143,0.9230769230769231,0.96,0.9411764705882353,0.14285714285714285,0.0067247836100552405,24,2,12,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.78,0.78,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.014661861023073302,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.8,0.8,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.009780064746893524,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.82,0.82,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.009359376548342076,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.85,0.85,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.0087283442505149,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.88,0.88,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.005416385486474329,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.9,0.9,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.0009743075886027575,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.78,0.78,0.9742857142857143,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.01367437335675628,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.8,0.8,0.9742857142857143,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.013657460331763016,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.82,0.82,0.9742857142857143,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.011623049802881348,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.85,0.85,0.9742857142857143,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.008571434009558829,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.88,0.88,0.9742857142857143,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.001435741697272383,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.9,0.9,0.9742857142857143,0.9230769230769231,0.96,0.9411764705882353,0.14285714285714285,0.0067247836100552405,24,2,12,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.78,0.78,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.014661861023073302,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.8,0.8,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.009780064746893524,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.82,0.82,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.009359376548342076,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.85,0.85,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.0087283442505149,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.88,0.88,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.005416385486474329,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=300;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.9,0.9,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.0009743075886027575,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.78,0.78,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.009383146703209054,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.8,0.8,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.008764518170325364,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.82,0.82,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.00793586536527334,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.85,0.85,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.006692886157695296,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.88,0.88,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.00163484503574997,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.9,0.9,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,0.004916400640853025,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.78,0.78,0.9771428571428571,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.015701970664139274,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.8,0.8,0.9771428571428571,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.012420380981833457,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.82,0.82,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.011198670579044827,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.85,0.85,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.009366104974861872,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.88,0.88,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.004918803981299259,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.9,0.9,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,0.00022500950555889854,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.78,0.78,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.009383146703209054,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.8,0.8,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.008764518170325364,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.82,0.82,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.00793586536527334,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.85,0.85,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.006692886157695296,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.88,0.88,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.00163484503574997,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.9,0.9,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,0.004916400640853025,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.78,0.78,0.9771428571428571,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.015701970664139274,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.8,0.8,0.9771428571428571,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.012420380981833457,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.82,0.82,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.011198670579044827,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.85,0.85,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.009366104974861872,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.88,0.88,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,-0.004918803981299259,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,iforest,n=500;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.9,0.9,0.9771428571428571,0.8571428571428571,0.96,0.9056603773584904,0.2857142857142857,0.00022500950555889854,24,4,10,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=5,benign-q0.78,0.78,0.9857142857142857,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,6.414483402721899,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=5,benign-q0.8,0.8,0.9857142857142857,0.8928571428571429,1.0,0.9433962264150945,0.21428571428571427,6.657596648915315,25,3,11,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=5,benign-q0.82,0.82,0.9857142857142857,0.8928571428571429,1.0,0.9433962264150945,0.21428571428571427,6.732842121168825,25,3,11,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=5,benign-q0.85,0.85,0.9857142857142857,0.8928571428571429,1.0,0.9433962264150945,0.21428571428571427,6.845710329549091,25,3,11,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=5,benign-q0.88,0.88,0.9857142857142857,0.8928571428571429,1.0,0.9433962264150945,0.21428571428571427,6.91882750668087,25,3,11,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=5,benign-q0.9,0.9,0.9857142857142857,0.8928571428571429,1.0,0.9433962264150945,0.21428571428571427,6.934446432061652,25,3,11,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=10,benign-q0.78,0.78,0.9885714285714287,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,6.666375561564108,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=10,benign-q0.8,0.8,0.9885714285714287,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,6.836449478595499,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=10,benign-q0.82,0.82,0.9885714285714287,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,6.97127113363522,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=10,benign-q0.85,0.85,0.9885714285714287,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,7.173503616194803,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=10,benign-q0.88,0.88,0.9885714285714287,0.8928571428571429,1.0,0.9433962264150945,0.21428571428571427,7.336592125569402,25,3,11,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=10,benign-q0.9,0.9,0.9885714285714287,0.9230769230769231,0.96,0.9411764705882353,0.14285714285714285,7.412697820831649,24,2,12,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=15,benign-q0.78,0.78,0.9857142857142857,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,7.023834070579488,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=15,benign-q0.8,0.8,0.9857142857142857,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,7.269624917535319,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=15,benign-q0.82,0.82,0.9857142857142857,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,7.386569398735917,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=15,benign-q0.85,0.85,0.9857142857142857,0.8888888888888888,0.96,0.923076923076923,0.21428571428571427,7.561986120536814,24,3,11,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=15,benign-q0.88,0.88,0.9857142857142857,0.9230769230769231,0.96,0.9411764705882353,0.14285714285714285,7.6775204800060575,24,2,12,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,24,knn,k=15,benign-q0.9,0.9,0.9857142857142857,0.9230769230769231,0.96,0.9411764705882353,0.14285714285714285,7.704641417709175,24,2,12,1
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.78,0.78,0.9942857142857143,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.011495029002378762,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.8,0.8,0.9942857142857143,0.8928571428571429,1.0,0.9433962264150945,0.21428571428571427,-0.0076301385363125585,25,3,11,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.82,0.82,0.9942857142857143,0.8928571428571429,1.0,0.9433962264150945,0.21428571428571427,-0.0018208734190466522,25,3,11,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.85,0.85,0.9942857142857143,0.9615384615384616,1.0,0.9803921568627451,0.07142857142857142,0.006893024256852259,25,1,13,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.88,0.88,0.9942857142857143,0.9615384615384616,1.0,0.9803921568627451,0.07142857142857142,0.013377772819521233,25,1,13,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.9,0.9,0.9942857142857143,0.9615384615384616,1.0,0.9803921568627451,0.07142857142857142,0.0158433142669423,25,1,13,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.78,0.78,0.9914285714285714,0.8928571428571429,1.0,0.9433962264150945,0.21428571428571427,-0.026514805145723234,25,3,11,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.8,0.8,0.9914285714285714,0.8928571428571429,1.0,0.9433962264150945,0.21428571428571427,-0.023172430033934155,25,3,11,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.82,0.82,0.9914285714285714,0.8928571428571429,1.0,0.9433962264150945,0.21428571428571427,-0.01425406499153892,25,3,11,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.85,0.85,0.9914285714285714,0.9615384615384616,1.0,0.9803921568627451,0.07142857142857142,-0.0008765174279459914,25,1,13,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.88,0.88,0.9914285714285714,0.9615384615384616,1.0,0.9803921568627451,0.07142857142857142,0.008015881297307499,25,1,13,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.9,0.9,0.9914285714285714,0.9615384615384616,1.0,0.9803921568627451,0.07142857142857142,0.010206523082193664,25,1,13,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.78,0.78,0.9942857142857143,0.8620689655172413,1.0,0.9259259259259259,0.2857142857142857,-0.011495029002378762,25,4,10,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.8,0.8,0.9942857142857143,0.8928571428571429,1.0,0.9433962264150945,0.21428571428571427,-0.0076301385363125585,25,3,11,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.82,0.82,0.9942857142857143,0.8928571428571429,1.0,0.9433962264150945,0.21428571428571427,-0.0018208734190466522,25,3,11,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.85,0.85,0.9942857142857143,0.9615384615384616,1.0,0.9803921568627451,0.07142857142857142,0.006893024256852259,25,1,13,0
gaussian_edge0,global,0,95,0.55,95,16,14,25,standard,32,iforest,n=200;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.88,0.88,0.9942857142857143,0.9615384615384616,1.0,0.9803921568627451,0.07142857142857142,0.013377772819521233,25,1,13,0
