variant,pooling,fit_count,val_fraction,scaler,pca_dim,detector,detector_params,threshold_method,auc_mean,auc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,fpr_mean,fpr_std,tp_mean,tp_std,fp_mean,fp_std,tn_mean,tn_std,fn_mean,fn_std
mask_edge0,global,100,0.6,robust,48,knn,k=5,benign-q0.78,0.9880000000000001,0.02078460969082649,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,robust,48,knn,k=5,benign-q0.8,0.9880000000000001,0.02078460969082649,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,robust,48,knn,k=5,benign-q0.82,0.9880000000000001,0.02078460969082649,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,robust,48,knn,k=5,benign-q0.85,0.9880000000000001,0.02078460969082649,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,standard,48,knn,k=10,benign-q0.78,0.9848000000000001,0.02777048793233562,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,standard,48,knn,k=10,benign-q0.8,0.9848000000000001,0.02777048793233562,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,standard,48,knn,k=10,benign-q0.82,0.9848000000000001,0.02777048793233562,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,standard,48,knn,k=10,benign-q0.85,0.9848000000000001,0.02777048793233562,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,standard,48,knn,k=15,benign-q0.78,0.9848000000000001,0.02777048793233562,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,standard,48,knn,k=15,benign-q0.8,0.9848000000000001,0.02777048793233562,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,standard,48,knn,k=15,benign-q0.82,0.9848000000000001,0.02777048793233562,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,standard,48,knn,k=15,benign-q0.85,0.9848000000000001,0.02777048793233562,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,standard,48,knn,k=5,benign-q0.78,0.9848000000000001,0.02777048793233562,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,standard,48,knn,k=5,benign-q0.8,0.9848000000000001,0.02777048793233562,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,standard,48,knn,k=5,benign-q0.82,0.9848000000000001,0.02777048793233562,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.6,standard,48,knn,k=5,benign-q0.85,0.9848000000000001,0.02777048793233562,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.2,0.18708286933869708,25.0,0.0,2.0,1.8708286933869707,8.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,100,0.65,robust,40,knn,k=10,benign-q0.8,0.9795555555555555,0.03167738609992085,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,100,0.65,robust,40,knn,k=15,benign-q0.82,0.9795555555555555,0.03167738609992085,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,100,0.65,robust,40,knn,k=5,benign-q0.82,0.9804444444444445,0.0321416617453592,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,robust,48,knn,k=10,benign-q0.78,0.9866666666666667,0.023094010767585042,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,robust,48,knn,k=10,benign-q0.8,0.9866666666666667,0.023094010767585042,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,robust,48,knn,k=10,benign-q0.82,0.9866666666666667,0.023094010767585042,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,robust,48,knn,k=10,benign-q0.85,0.9866666666666667,0.023094010767585042,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,robust,48,knn,k=15,benign-q0.78,0.9866666666666667,0.023094010767585042,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,robust,48,knn,k=15,benign-q0.8,0.9866666666666667,0.023094010767585042,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,robust,48,knn,k=15,benign-q0.82,0.9866666666666667,0.023094010767585042,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,robust,48,knn,k=15,benign-q0.85,0.9866666666666667,0.023094010767585042,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,robust,48,knn,k=5,benign-q0.78,0.9866666666666667,0.023094010767585042,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,robust,48,knn,k=5,benign-q0.8,0.9866666666666667,0.023094010767585042,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,robust,48,knn,k=5,benign-q0.82,0.9866666666666667,0.023094010767585042,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,robust,48,knn,k=5,benign-q0.85,0.9866666666666667,0.023094010767585042,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,standard,48,knn,k=10,benign-q0.78,0.9831111111111112,0.030856097702595172,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,standard,48,knn,k=10,benign-q0.8,0.9831111111111112,0.030856097702595172,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,standard,48,knn,k=10,benign-q0.82,0.9831111111111112,0.030856097702595172,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,standard,48,knn,k=10,benign-q0.85,0.9831111111111112,0.030856097702595172,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,standard,48,knn,k=15,benign-q0.78,0.9831111111111112,0.030856097702595172,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,standard,48,knn,k=15,benign-q0.8,0.9831111111111112,0.030856097702595172,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,standard,48,knn,k=15,benign-q0.82,0.9831111111111112,0.030856097702595172,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,standard,48,knn,k=15,benign-q0.85,0.9831111111111112,0.030856097702595172,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,standard,48,knn,k=5,benign-q0.78,0.9831111111111112,0.030856097702595172,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,standard,48,knn,k=5,benign-q0.8,0.9831111111111112,0.030856097702595172,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,standard,48,knn,k=5,benign-q0.82,0.9831111111111112,0.030856097702595172,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,100,0.65,standard,48,knn,k=5,benign-q0.85,0.9831111111111112,0.030856097702595172,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.55,robust,48,knn,k=10,benign-q0.88,0.9866666666666667,0.023094010767585042,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.55,standard,48,knn,k=15,benign-q0.8,0.9857777777777776,0.02502344579601645,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.55,standard,48,knn,k=5,benign-q0.8,0.9857777777777776,0.02502344579601645,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.55,standard,48,knn,k=5,benign-q0.82,0.9857777777777776,0.02502344579601645,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.55,standard,48,knn,k=5,benign-q0.85,0.9857777777777776,0.02502344579601645,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.033840651078347675,0.22222222222222224,0.20786985482077452,25.0,0.0,2.0,1.8708286933869707,7.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,105,0.65,robust,48,iforest,n=500;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.85,0.9668571428571429,0.059439559423752425,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,105,0.65,robust,48,iforest,n=500;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.85,0.9668571428571429,0.059439559423752425,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,105,0.65,standard,48,iforest,n=300;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.78,0.9657142857142856,0.05938459911664722,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,105,0.65,standard,48,iforest,n=300;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.8,0.9657142857142856,0.05938459911664722,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,105,0.65,standard,48,iforest,n=300;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.82,0.9657142857142856,0.05938459911664722,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,105,0.65,standard,48,iforest,n=300;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.78,0.9657142857142856,0.05938459911664722,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,105,0.65,standard,48,iforest,n=300;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.8,0.9657142857142856,0.05938459911664722,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,105,0.65,standard,48,iforest,n=300;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.82,0.9657142857142856,0.05938459911664722,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,105,0.65,standard,48,iforest,n=500;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.78,0.9645714285714286,0.06119890621938416,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,105,0.65,standard,48,iforest,n=500;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.8,0.9645714285714286,0.06119890621938416,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,105,0.65,standard,48,iforest,n=500;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.82,0.9645714285714286,0.06119890621938416,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,105,0.65,standard,48,iforest,n=500;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.78,0.9645714285714286,0.06119890621938416,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,105,0.65,standard,48,iforest,n=500;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.8,0.9645714285714286,0.06119890621938416,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
gaussian_edge0,global,105,0.65,standard,48,iforest,n=500;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.82,0.9645714285714286,0.06119890621938416,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,robust,40,iforest,n=200;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.78,0.984,0.027225438284735073,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,robust,40,iforest,n=200;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.78,0.984,0.027225438284735073,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,robust,48,iforest,n=300;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.78,0.9851428571428572,0.030128974460489268,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,robust,48,iforest,n=300;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.78,0.9851428571428572,0.030128974460489268,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,robust,48,iforest,n=500;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.78,0.9794285714285713,0.03716482866630649,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,robust,48,iforest,n=500;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.78,0.984,0.0326765221839904,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,robust,48,iforest,n=500;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.8,0.984,0.0326765221839904,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,robust,48,iforest,n=500;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.78,0.9794285714285713,0.03716482866630649,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,robust,48,iforest,n=500;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.78,0.984,0.0326765221839904,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,robust,48,iforest,n=500;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.8,0.984,0.0326765221839904,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,robust,48,knn,k=5,benign-q0.78,0.9828571428571429,0.02969229955832358,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,standard,48,iforest,n=200;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.78,0.9691428571428572,0.06585078990120198,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,standard,48,iforest,n=200;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.78,0.9691428571428572,0.06585078990120198,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,standard,48,iforest,n=300;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.78,0.9748571428571429,0.053084453314256416,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,standard,48,iforest,n=300;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.78,0.9748571428571429,0.053084453314256416,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,standard,48,iforest,n=500;max_samples=1.0;max_features=0.75;bootstrap=False,benign-q0.78,0.9691428571428571,0.06899866901999355,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,standard,48,iforest,n=500;max_samples=auto;max_features=0.75;bootstrap=False,benign-q0.78,0.9691428571428571,0.06899866901999355,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,105,0.65,standard,48,knn,k=10,benign-q0.78,0.9817142857142857,0.03217300173773543,0.9293447293447293,0.06178626113793677,1.0,0.0,0.9625119978061154,0.03384065107834767,0.2857142857142857,0.2672612419124244,25.0,0.0,2.0,1.8708286933869707,5.0,1.8708286933869707,0.0,0.0
mask_edge0,global,95,0.65,standard,40,iforest,n=300;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.9,0.9800000000000001,0.04039801975344829,0.9851851851851852,0.03312693299999689,0.944,0.06693280212272606,0.9625014219734715,0.032259161809912965,0.04,0.0894427190999916,23.6,1.673320053068151,0.4,0.8944271909999159,9.6,0.8944271909999159,1.4,1.6733200530681511
mask_edge0,global,95,0.65,standard,40,iforest,n=300;max_samples=auto;max_features=1.0;bootstrap=False,benign-q0.9,0.9800000000000001,0.04039801975344829,0.9851851851851852,0.03312693299999689,0.944,0.06693280212272606,0.9625014219734715,0.032259161809912965,0.04,0.0894427190999916,23.6,1.673320053068151,0.4,0.8944271909999159,9.6,0.8944271909999159,1.4,1.6733200530681511
mask_edge0,global,95,0.65,standard,40,iforest,n=500;max_samples=1.0;max_features=1.0;bootstrap=False,benign-q0.88,0.9808,0.03861605883567092,0.9851851851851852,0.03312693299999689,0.944,0.06693280212272606,0.9625014219734715,0.032259161809912965,0.04,0.0894427190999916,23.6,1.673320053068151,0.4,0.8944271909999159,9.6,0.8944271909999159,1.4,1.6733200530681511
